mapping_num,description,omop_concept_id,omop_concept_name
DX00073,"Tuberculous lymphadenitis, specified",432236,Tuberculosis of peripheral lymph nodes
DX00074,"Tuberculosis of intestines, peritoneum and mesenteric glands",196019,"Tuberculosis of intestines, peritoneum and mesenteric glands"
DX00075,Tuberculosis of skin and subcutaneous tissue,4153291,Tuberculosis of skin and subcutaneous tissue
DX00076,Tuberculosis of other organs,434557,Tuberculosis
DX00077,Tuberculosis of genitourinary system,73686,Tuberculosis of genitourinary system
DX00078,Tuberculous peripheral lymphadenopathy,432236,Tuberculosis of peripheral lymph nodes
DX00079,"Tuberculosis of intestines, peritoneum and mesenteric glands",196019,"Tuberculosis of intestines, peritoneum and mesenteric glands"
DX00080,Tuberculosis of skin and subcutaneous tissue,4153291,Tuberculosis of skin and subcutaneous tissue
DX00081,"Miliary tuberculosis, unspecified",434559,Miliary tuberculosis
DX00082,"Miliary tuberculosis, unspecified",434559,Miliary tuberculosis
DX00083,Other mycobacterial infections,440631,Mycobacterial disease
DX00084,"Mycobacterial infection, unspecified",440631,Mycobacterial disease
DX00085,Other mycobacterial infections,440631,Mycobacterial disease
DX00086,Scarlet fever,141213,Scarlet fever
DX00087,Other septicaemia,141499,Septicemia
DX00088,"Septicemia, unspecified",141499,Septicemia
DX00089,Septicemia,141499,Septicemia
DX00090,"Septicaemia, unspecified",141499,Septicemia
DX00091,Erysipelas,138346,Erysipelas
DX00092,"Bacterial infection, unspecified",432545,Bacterial disease
DX00093,"Bacterial infection, unspecified",432545,Bacterial disease
DX00094,Other secondary syphilis,437787,Secondary syphilis
DX00095,Other secondary syphilis,437787,Secondary syphilis
DX00096,"Late syphilis, latent",4087756,Late latent syphilis
DX00097,"Late syphilis, latent",4087756,Late latent syphilis
DX00098,"Latent syphilis, unspecified as early or late",40485064,Latent syphilis
DX00099,"Syphilis, unspecified",436033,Syphilis
DX00100,"Latent syphilis, unspecified as early or late",40485064,Latent syphilis
DX00101,"Syphilis, unspecified",436033,Syphilis
DX00102,Herpesviral infection of genitalia and urogenital tract,74855,Genital herpes simplex
DX00103,Herpesviral infection of genitalia and urogenital tract,74855,Genital herpes simplex
DX00104,Anogenital (venereal) warts,198075,Venereal wart
DX00105,Condyloma acuminata,198075,Venereal wart
DX00106,Anogenital(venereal) warts,198075,Venereal wart
DX00107,Vincent's angina,26908,Vincent's angina
DX00108,Typhus fever due to Rickettsia tsutsugamushi,440033,Japanese river fever
DX00109,Typhus fever due to rickettsia tsutsugamushi,440033,Japanese river fever
DX00110,Unspecified viral encephalitis,372547,Viral encephalitis
DX00111,Viral meningitis,433403,Viral meningitis
DX00112,"Viral meningitis, unspecified",433403,Viral meningitis
DX00113,"Viral meningitis, unspecified",433403,Viral meningitis
DX00114,Epidemic vertigo,437496,Acute peripheral vestibulopathy
DX00115,Dengue fever [classical dengue],440022,Dengue
DX00116,Herpesviral [herpes simplex] infections,444429,Herpes simplex infection
DX00117,Eczema herpeticum,137792,Kaposi's varicelliform eruption
DX00118,Herpesviral vesicular dermatitis,4092538,Herpesviral vesicular dermatitis
DX00119,Facialis herpes simplex,4092538,Herpesviral vesicular dermatitis
DX00120,Labialis herpes simplex,4092538,Herpesviral vesicular dermatitis
DX00121,Herpesviral gingivostomatitis and pharyngotonsillitis,140027,Herpetic gingivostomatitis
DX00122,"Herpesviral infection, unspecified",440021,Herpes simplex without complication
DX00123,Herpes simplex infection NOS,440021,Herpes simplex without complication
DX00124,Eczema herpeticum,137792,Kaposi's varicelliform eruption
DX00125,Herpesviral vesicular dermatitis,4092538,Herpesviral vesicular dermatitis
DX00126,Herpesviral gingivostomatitis and pharyngotonsillitis,140027,Herpetic gingivostomatitis
DX00126,Herpesviral gingivostomatitis and pharyngotonsillitis,4198240,Viral tonsillitis
DX00127,"Herpesviral infection, unspecified",444429,Herpes simplex infection
DX00128,Varicella[chickenpox],434272,Varicella infection
DX00129,Varicella without complication,434272,Varicella infection
DX00130,Varicella NOS,434272,Varicella infection
DX00131,Varicella without complication,434272,Varicella infection
DX00132,Zoster [herpes zoster],443943,Herpes zoster
DX00133,Zoster with other nervous system involvement,436336,Herpes zoster with nervous system complication
DX00134,Ramsay Hunt syndrome,436336,Herpes zoster with nervous system complication
DX00135,Postherpetic neuralgia,436336,Herpes zoster with nervous system complication
DX00136,Zoster with other complications,437489,Herpes zoster with complication
DX00137,Zoster[herpes zoster],440329,Herpes zoster without complication
DX00138,Zoster NOS,440329,Herpes zoster without complication
DX00139,Zoster with other nervous system involvement,436336,Herpes zoster with nervous system complication
DX00140,Zoster with other complications,437489,Herpes zoster with complication
DX00141,Zoster without complication,440329,Herpes zoster without complication
DX00142,Measles without complication,438969,Measles without complication
DX00143,Measles without complication,438969,Measles without complication
DX00144,Viral warts,140641,Verruca vulgaris
DX00145,Simplex verruca,140641,Verruca vulgaris
DX00146,Vulgaris verruca,140641,Verruca vulgaris
DX00147,Verruca plana,4080331,Verruca plana
DX00148,Verruca plantaris,137785,Verruca plantaris
DX00149,Verruca palmaris et plantaris,4028324,Verruca palmaris
DX00150,Periungual wart,4182586,Periungual wart
DX00151,Other orthopoxvirus infections,443724,Disease due to Orthopoxvirus
DX00152,Molluscum contagiosum,141216,MC - Molluscum contagiosum
DX00153,Enteroviral vesicular stomatitis with exanthem,4141481,"Hand, foot and mouth disease"
DX00154,"Hand, foot and mouth disease",4141481,"Hand, foot and mouth disease"
DX00155,Enteroviral vesicular pharyngitis,132553,Herpangina
DX00156,Herpangina,132553,Herpangina
DX00157,Molluscum contagiosum,141216,MC - Molluscum contagiosum
DX00158,Exanthema subitum [sixth disease],135745,Exanthema subitum
DX00159,Enteroviral vesicular stomatitis with exanthem,4141481,"Hand, foot and mouth disease"
DX00160,Enteroviral vesicular pharyngitis,132553,Herpangina
DX00161,Viral exanthema NOS,140020,Viral exanthem
DX00162,Acute hepatitis a,4098652,Acute type A viral hepatitis
DX00163,Hepatitis A without hepatic coma,196625,Viral hepatitis A without hepatic coma
DX00164,Acute hepatitis A,196625,Viral hepatitis A without hepatic coma
DX00165,Hepatitis a without hepatic coma,193693,Viral hepatitis without hepatic coma
DX00166,Acute hepatitis b,197795,Acute hepatitis B
DX00167,Acute hepatitis B without delta agent and without hepatic coma,198683,Viral hepatitis B without hepatic coma
DX00168,Acute hepatitis B,198683,Viral hepatitis B without hepatic coma
DX00169,Other acute viral hepatitis,4211974,Acute viral hepatitis
DX00170,Acute hepatitis C,192242,Acute hepatitis C
DX00171,Other specified acute viral hepatitis,193693,Viral hepatitis without hepatic coma
DX00172,Other acute viral hepatitis,4211974,Acute viral hepatitis
DX00173,"Acute hepatitis,NOS",4211974,Acute viral hepatitis
DX00174,Acute hepatitis c,192242,Acute hepatitis C
DX00175,Other specified acute viral hepatitis,4211974,Acute viral hepatitis
DX00176,"Acute viral hepatitis, unspecified",4211974,Acute viral hepatitis
DX00177,Chronic viral hepatitis,4012113,Chronic viral hepatitis
DX00178,Chronic viral hepatitis B with delta agent,192240,Chronic viral hepatitis B with hepatitis D
DX00179,Chronic viral hepatitis B without delta agent,439674,Chronic viral hepatitis B without delta-agent
DX00180,Chronic (viral) hepatitis B,439674,Chronic viral hepatitis B without delta-agent
DX00181,Chronic viral hepatitis C,198964,Chronic type C viral hepatitis
DX00182,Chronic viral hepatitis,4012113,Chronic viral hepatitis
DX00183,Chronic viral hepatitis b with delta- agent,194574,Chronic type B viral hepatitis
DX00184,Chronic viral hepatitis b without delta- agent,439674,Chronic viral hepatitis B without delta-agent
DX00185,Chronic viral hepatitis c,198964,Chronic type C viral hepatitis
DX00186,"Chronic viral hepatitis, unspecified",4012113,Chronic viral hepatitis
DX00187,Unspecified viral hepatitis,4291005,VH - Viral hepatitis
DX00188,Unspecified viral hepatitis,193693,Viral hepatitis without hepatic coma
DX00189,Unspecified viral hepatitis without hepatic coma,193693,Viral hepatitis without hepatic coma
DX00190,Unspecified human immunodeficiency virus [hiv] disease,439727,HIV - Human immunodeficiency virus infection
DX00191,Mumps,4290000,Mumps
DX00192,Mumps without complication,433131,Mumps without complication
DX00193,Mumps,433131,Mumps without complication
DX00194,Mumps without complication,433131,Mumps without complication
DX00195,"Infectious mononucleosis, unspecified",437784,Pfeiffer's disease
DX00196,"Infectious mononucleosis, unspecified",437784,Pfeiffer's disease
DX00197,Pharyngoconjunctival fever,380944,Adenoviral pharyngoconjunctivitis
DX00197,Pharyngoconjunctival fever,437663,Fever
DX00198,"Enterovirus infection, unspecified",438068,Disease due to Enterovirus
DX00199,"Viral infection, unspecified",133327,Viremia
DX00200,"Adenovirus infection, unspecified",433413,Disease due to Adenovirus
DX00201,"Enterovirus infection, unspecified",438068,Disease due to Enterovirus
DX00202,"Viral infection, unspecified",440029,Viral disease
DX00203,Dermatophytosis,135473,Dermatophytosis
DX00204,Tinea barbae and tinea capitis,141508,Dermatophytosis of scalp or beard
DX00205,Tinea unguium,140648,Onychomycosis due to dermatophyte
DX00206,Onychomycosis,140648,Onychomycosis due to dermatophyte
DX00207,Tinea manuum,80946,Tinea manus
DX00208,Tinea pedis,133141,Tinea pedis
DX00209,Tinea corporis,137497,Dermatophytosis of the body
DX00210,Tinea cruris,196341,Dermatophytosis of the perianal area
DX00211,Dermatophytosis,135473,Dermatophytosis
DX00212,Tinea barbae and tinea capitis,4163426,Tinea barbae
DX00213,Tinea unguium,4215978,Onychomycosis
DX00214,Tinea manuum,80946,Tinea manus
DX00215,Tinea pedis,133141,Tinea pedis
DX00216,Tinea corporis,4224968,Dermatophytosis of the trunk
DX00217,Tinea cruris,4160328,Tinea cruris
DX00218,Pityriasis versicolor,134870,Pityriasis versicolor
DX00219,Tinea versicolor,134870,Pityriasis versicolor
DX00220,Pityriasis versicolor,134870,Pityriasis versicolor
DX00221,Candidiasis,433968,Candidiasis
DX00222,Candidal stomatitis,29735,Candidiasis of mouth
DX00223,Oral thrush,29735,Candidiasis of mouth
DX00224,Candidiasis of vulva and vagina,198363,Candidiasis of vagina
DX00224,Candidiasis of vulva and vagina,444106,Vulval candidiasis
DX00225,Candidiasis,433968,Candidiasis
DX00226,Candidal stomatitis,29735,Candidiasis of mouth
DX00227,Candidiasis of vulva and vagina,198363,Candidiasis of vagina
DX00227,Candidiasis of vulva and vagina,444106,Vulval candidiasis
DX00228,Aspergillosis,434281,Aspergillosis
DX00229,Aspergillosis,434281,Aspergillosis
DX00230,"Aspergillosis, unspecified",434281,Aspergillosis
DX00231,Cysticercosis of central nervous system,4043898,Neurocysticercosis
DX00232,Cysticercosis of central nervous system,4092992,Cysticercosis of central nervous system
DX00233,Scabies,140949,Scabies
DX00234,Other acariasis,436634,Acariasis
DX00235,Sequelae of tuberculosis,4090205,Sequelae of tuberculosis
DX00236,Sequelae of respiratory and unspecified tuberculosis,439743,Late effects of respiratory tuberculosis
DX00237,Sequelae of tuberculosis,439743,Late effects of respiratory tuberculosis
DX00238,Old pulmonary tuberculosis,439743,Late effects of respiratory tuberculosis
DX00239,Old pulmonary tuberculosis with bronchiectasis,439743,Late effects of respiratory tuberculosis
DX00240,Old pulmonary tuberculosis with destroyed lung,439743,Late effects of respiratory tuberculosis
DX00241,Sequelae of respiratory and unspecified tuberculosis,4090205,Sequelae of tuberculosis
DX00242,Mycoplasma pneumoniae[M. pneumoniae] as the cause of diseases classified to other chapters,436900,Mycoplasmosis
DX00243,Malignant neoplasm of base of tongue,256633,Primary malignant neoplasm of base of tongue
DX00244,"Malignant neoplasm of tongue, unspecified",437498,Primary malignant neoplasm of tongue
DX00245,"Malignant neoplasm of Tongue, unspecified",437498,Primary malignant neoplasm of tongue
DX00246,Malignant neoplasm of parotid gland,434588,Primary malignant neoplasm of parotid gland
DX00247,Malignant neoplasm of tonsil,31509,Primary malignant neoplasm of tonsil
DX00248,Malignant neoplasm of tonsillar fossa,433709,Primary malignant neoplasm of tonsillar fossa
DX00249,"Malignant neoplasm of tonsil, unspecified",31509,Primary malignant neoplasm of tonsil
DX00250,Malignant neoplasm of Tonsillar fossa,4180788,Malignant tumour of tonsillar fossa
DX00251,"Malignant neoplasm of Tonsil, unspecified",31509,Primary malignant neoplasm of tonsil
DX00252,Malignant neoplasm of oropharynx,432833,Primary malignant neoplasm of oropharynx
DX00253,"Malignant neoplasm of oropharynx, unspecified",432833,Primary malignant neoplasm of oropharynx
DX00254,"Malignant neoplasm of Oropharynx, unspecified",432833,Primary malignant neoplasm of oropharynx
DX00255,Malignant neoplasm of nasopharynx,4095312,Malignant tumor of epipharynx
DX00256,Malignant neoplasm of posterior wall of nasopharynx,436344,Primary malignant neoplasm of posterior wall of nasopharynx
DX00257,"Malignant neoplasm of nasopharynx, unspecified",437226,Malignant neoplasm of nasopharyngeal wall
DX00258,Malignant neoplasm of Posterior wall of nasopharynx,4094722,Malignant tumour of posterior wall of nasopharynx
DX00259,"Malignant neoplasm of Nasopharynx, unspecified",4084147,Metastatic malignant neoplasm to nasopharynx
DX00260,Malignant neoplasm of pyriform sinus,4180789,Malignant tumour of pyriform sinus
DX00261,Malignant neoplasm of hypopharynx,439746,Primary malignant neoplasm of hypopharynx
DX00262,"Malignant neoplasm of hypopharynx, unspecified",439746,Primary malignant neoplasm of hypopharynx
DX00263,"Malignant neoplasm of Hypopharynx, unspecified",439746,Primary malignant neoplasm of hypopharynx
DX00264,Malignant neoplasm of oesophagus,4181343,Cancer of oesophagus
DX00265,Malignant neoplasm of thoracic part of esophagus,25748,"Malignant neoplasm, overlapping lesion of oesophagus"
DX00266,Malignant neoplasm of esophagus,26638,Primary malignant neoplasm of oesophagus
DX00267,Malignant neoplasm of Thoracic part of oesophagus,4092059,Malignant neoplasm of thoracic esophagus
DX00268,Malignant neoplasm of Middle third of oesophagus,4092060,Ca middle third oesophagus
DX00269,Malignant neoplasm of Lower third of oesophagus,4089656,Ca lower third oesophagus
DX00270,"Malignant neoplasm of Oesophagus, unspecified",4181343,Cancer of oesophagus
DX00271,Malignant neoplasm of stomach,196044,Primary malignant neoplasm of stomach
DX00272,Malignant neoplasm of cardia,432838,Primary malignant neoplasm of cardia of stomach
DX00273,"Malignant neoplasm of stomach ,cardia, advanced",432838,Primary malignant neoplasm of cardia of stomach
DX00274,Malignant neoplasm of fundus of stomach,435751,Primary malignant neoplasm of fundus of stomach
DX00275,"Malignant neoplasm of fundus of stomach, early",435751,Primary malignant neoplasm of fundus of stomach
DX00276,"Malignant neoplasm of fundus of stomach, advanced",435751,Primary malignant neoplasm of fundus of stomach
DX00277,Malignant neoplasm of body of stomach,193422,Primary malignant neoplasm of body of stomach
DX00278,"Malignant neoplasm of body of stomach, early",193422,Primary malignant neoplasm of body of stomach
DX00279,"Malignant neoplasm of body of stomach, advanced",193422,Primary malignant neoplasm of body of stomach
DX00280,"Malignant neoplasm of body of stomach, unspecified",193422,Primary malignant neoplasm of body of stomach
DX00281,Malignant neoplasm of pyloric antrum,438089,Primary malignant neoplasm of pyloric antrum
DX00282,"Malignant neoplasm of pyloric antrum, early",438089,Primary malignant neoplasm of pyloric antrum
DX00283,"Malignant neoplasm of pyloric antrum, advanced",438089,Primary malignant neoplasm of pyloric antrum
DX00284,"Malignant neoplasm of gastric antrum, advanced",438089,Primary malignant neoplasm of pyloric antrum
DX00285,Advanced gastric cancer,4155299,Carcinoma of stomach
DX00286,Early gastric cancer,4174763,EGC - Early gastric cancer
DX00287,"Malignant neoplasm of stomach, unspecified",196044,Primary malignant neoplasm of stomach
DX00288,"Malignant neoplasm of stomach, unspecified, early",196044,Primary malignant neoplasm of stomach
DX00289,"Malignant neoplasm of stomach, unspecified, advanced",196044,Primary malignant neoplasm of stomach
DX00290,"Malignant neoplasm of stomach, unspecified, unspecified",196044,Primary malignant neoplasm of stomach
DX00291,Malignant neoplasm of gastric cancer NOS,196044,Primary malignant neoplasm of stomach
DX00292,Cardia,4094856,Ca cardia - stomach
DX00293,Fundus of stomach,4095319,Ca fundus - stomach
DX00294,"Malignant neoplasm of fundus of stomach, early",435751,Primary malignant neoplasm of fundus of stomach
DX00295,"Malignant neoplasm of fundus of stomach, advanced",435751,Primary malignant neoplasm of fundus of stomach
DX00296,Body of stomach,4095320,Ca Body - stomach
DX00297,"Malignant neoplasm of body of stomach, early",193422,Primary malignant neoplasm of body of stomach
DX00298,"Malignant neoplasm of body of stomach, advanced",193422,Primary malignant neoplasm of body of stomach
DX00299,"Malignant neoplasm of body of stomach, unspecified",193422,Primary malignant neoplasm of body of stomach
DX00300,Pyloric antrum,4092061,Malignant tumor of pyloric antrum
DX00301,"Malignant neoplasm of pyloric antrum, early",438089,Primary malignant neoplasm of pyloric antrum
DX00302,"Malignant neoplasm of pyloric antrum, advanced",438089,Primary malignant neoplasm of pyloric antrum
DX00303,"Malignant neoplasm of gpyloric antrum, unspecified",4092061,Malignant tumor of pyloric antrum
DX00304,"Stomach, unspecified",443387,Cancer of stomach
DX00305,"Malignant neoplasm of stomach, unspecified, early",4174763,EGC - Early gastric cancer
DX00306,"Malignant neoplasm of stomach, unspecified, advanced",196044,Primary malignant neoplasm of stomach
DX00307,"Malignant neoplasm of stomach, unspecified, unspecified",196044,Primary malignant neoplasm of stomach
DX00308,Malignant neoplasm of small intestine,443397,Malignant tumour of small bowel
DX00309,Malignant neoplasm of duodenum,435752,Primary malignant neoplasm of duodenum
DX00310,Malignant neoplasm of small intestine,192836,Primary malignant neoplasm of small intestine
DX00311,Malignant neoplasm of Duodenum,435752,Primary malignant neoplasm of duodenum
DX00312,Malignant neoplasm of colon,4180790,CA - Cancer of colon
DX00313,Malignant neoplasm of cecum,432837,Primary malignant neoplasm of caecum
DX00314,Malignant neoplasm of appendix,433143,Primary malignant neoplasm of appendix
DX00315,Malignant neoplasm of ascending colon,435754,Ca ascending colon
DX00316,Malignant neoplasm of hepatic flexure,438979,Primary malignant neoplasm of hepatic flexure of colon
DX00317,Malignant neoplasm of transverse colon,432257,Primary malignant neoplasm of transverse colon
DX00318,Malignant neoplasm of splenic flexure,437798,Primary malignant neoplasm of splenic flexure of colon
DX00319,Malignant neoplasm of descending colon,441800,Primary malignant neoplasm of descending colon
DX00320,Malignant neoplasm of sigmoid colon,436635,Primary malignant neoplasm of sigmoid colon
DX00321,Malignant neoplasm of overlapping lesion of colon,4089661,"Malignant neoplasm, overlapping lesion of colon"
DX00322,Malignant neoplasm of colon,197500,Primary malignant neoplasm of colon
DX00323,Malignant neoplasm of Caecum,443391,CA - Cancer of caecum
DX00324,Malignant neoplasm of Appendix,433143,Primary malignant neoplasm of appendix
DX00325,Malignant neoplasm of Ascending colon,4247719,Primary malignant neoplasm of ascending colon
DX00326,Malignant neoplasm of Hepatic flexure,438979,Primary malignant neoplasm of hepatic flexure of colon
DX00327,Malignant neoplasm of Transverse colon,432257,Primary malignant neoplasm of transverse colon
DX00328,Malignant neoplasm of Splenic flexure,437798,Primary malignant neoplasm of splenic flexure of colon
DX00329,Malignant neoplasm of Descending colon,441800,Primary malignant neoplasm of descending colon
DX00330,Malignant neoplasm of Sigmoid colon,436635,Primary malignant neoplasm of sigmoid colon
DX00331,Malignant neoplasm of Overlapping lesion of colon,4089661,"Malignant neoplasm, overlapping lesion of colon"
DX00332,"Malignant neoplasm of Colon, unspecified",4180790,CA - Cancer of colon
DX00333,Malignant neoplasm of rectosigmoid junction,4180792,Ca rectosigmoid junction
DX00334,Malignant neoplasm of rectum,4110575,Carcinoma of rectum
DX00335,Malignant neoplasm of anus and anal canal,4111023,Malignant tumor of anus and anal canal
DX00336,Malignant neoplasm of anus and anal canal,80045,Primary malignant neoplasm of anus
DX00337,Malignant neoplasm of anal canal,436348,Primary malignant neoplasm of anal canal
DX00338,Malignant neoplasm of Anal canal,436348,Primary malignant neoplasm of anal canal
DX00339,Malignant neoplasm of liver and intrahepatic bile ducts,4095432,Malignant neoplasm of liver and intrahepatic bile ducts
DX00340,Liver cell carcinoma,201519,Ca liver - primary
DX00341,Hepatocellular carcinoma,201519,Ca liver - primary
DX00342,Hepatoma,201519,Ca liver - primary
DX00343,Malignant neoplasm of liver and intrahepatic bile ducts,201519,Ca liver - primary
DX00344,Intrahepatic bile duct carcinoma,193715,Primary malignant neoplasm of intrahepatic bile ducts
DX00345,Cholangiocarcinoma,193715,Primary malignant neoplasm of intrahepatic bile ducts
DX00346,Klatskin tumor,193715,Primary malignant neoplasm of intrahepatic bile ducts
DX00347,"Malignant neoplasm of liver, unspecified",199744,Carcinoma liver and/or biliary system
DX00348,Liver cell carcinoma,4001171,Hepatocarcinoma
