mapping_num,description,omop_concept_id,omop_concept_name
LB00051,"미생물배양,동정,약제감수성(혈?Fungus culture(혈액,체액)(Pleural fluid)",3015592,Fungus identified in Body fluid by Culture
LB00052,"미생물배양,동정,약제감수성(혈?Fungus culture(혈액,체액)(WB (혈액 배양용기 2개))",3009171,Fungus identified in Blood by Culture
LB00053,"미생물배양,동정및항균제최소억제농도검사(기타부위검(Nasal Aspirate)",4189544,Microbial culture
LB00054,"미생물배양,동정및항균제최소억제농도검사(소아)(WB (혈액 배양용기 2개))",4107893,Blood culture
LB00055,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Ascitic fluid),3010047,Microscopic observation [Identifier] in Body fluid by Acid fast stain
LB00056,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Aseptic Urine (Cath)),3024850,Microscopic observation [Identifier] in Urine by Acid fast stain
LB00057,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Aseptic Urine (Voided)),3024850,Microscopic observation [Identifier] in Urine by Acid fast stain
LB00058,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Biopsy tissue),3012337,Microscopic observation [Identifier] in Tissue by Acid fast stain
LB00059,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Bone Marrow Biopsy),3010047,Microscopic observation [Identifier] in Body fluid by Acid fast stain
LB00060,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Bronchial larvage),3016485,Microscopic observation [Identifier] in Bronchial specimen by Acid fast stain
LB00061,미생물배양및동정검사(항산균배양및동정검사)-액체배?(C.S.F),3012625,Microscopic observation [Identifier] in Cerebral spinal fluid by Acid fast stain
LB00062,미생물배양및동정검사(항산균배양및동정검사)-액체배?(CAPD),3010047,Microscopic observation [Identifier] in Body fluid by Acid fast stain
LB00063,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Close pus),3006874,Mycobacterium sp identified in Isolate by Mycobacterial subtyping
LB00064,미생물배양및동정검사(항산균배양및동정검사)-액체배?(EPS),3012337,Microscopic observation [Identifier] in Tissue by Acid fast stain
LB00065,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Eye Discharge),3027744,Microscopic observation [Identifier] in Unspecified specimen by Acid fast stain
LB00066,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Gastric juice),3025056,Microscopic observation [Identifier] in Gastric fluid by Acid fast stain
LB00067,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Joint fluid),3010047,Microscopic observation [Identifier] in Body fluid by Acid fast stain
LB00068,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Lymph node),3012337,Microscopic observation [Identifier] in Tissue by Acid fast stain
LB00069,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Open pus),3027744,Microscopic observation [Identifier] in Unspecified specimen by Acid fast stain
LB00070,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Other(Please see message!)),3027744,Microscopic observation [Identifier] in Unspecified specimen by Acid fast stain
LB00071,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Pericadial fluid),3010047,Microscopic observation [Identifier] in Body fluid by Acid fast stain
LB00072,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Pleural fluid),40762035,Microscopic observation [Identifier] in Pleural fluid by Acid fast stain.Ziehl-Neelsen
LB00073,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Sputum),3011588,Microscopic observation [Identifier] in Sputum by Acid fast stain
LB00074,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Stool),3026123,Microscopic observation [Identifier] in Stool by Acid fast stain
LB00075,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Throat Swab),3016485,Microscopic observation [Identifier] in Bronchial specimen by Acid fast stain
LB00076,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Tracheal aspirate),3016485,Microscopic observation [Identifier] in Bronchial specimen by Acid fast stain
LB00077,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Urethral discharge),3027744,Microscopic observation [Identifier] in Unspecified specimen by Acid fast stain
LB00078,미생물배양및동정검사(항산균배양및동정검사)-액체배?(Urine (Random)),3024850,Microscopic observation [Identifier] in Urine by Acid fast stain
LB00079,바이러스항원-CMV(P(Sodium citrate)),4146598,Cytomegalovirus antibody measurement
LB00080,바이러스항원-CMV(WB(EDTA)),3036961,Cytomegalovirus Ag [Presence] in Blood
LB00081,바이러스항원-Rota virus(Stool (Rota virus용)),3008284,Rotavirus Ag [Presence] in Stool
LB00082,바이러스항원-Rota virus(Stool),3008284,Rotavirus Ag [Presence] in Stool
LB00083,바이러스항체(정밀)-IgG-Hantaan virus(Serum),3014504,Hantavirus hantaan IgG Ab [Units/volume] in Serum
LB00084,"베타에취씨지(혈청,뇨 24시간경?베타에이취씨지(B-HCG)(Serum)",40758990,Choriogonadotropin.beta subunit [Mass/volume] in Serum or Plasma
LB00085,"베타에취씨지(혈청,뇨 24시간경?베타에이취씨지(B-HCG)(Urine (Random))",3019257,Choriogonadotropin.beta subunit [Moles/volume] in Urine
LB00086,부갑상선호르몬(PTH)(Serum),3024040,Parathyrin [interpretation] in Serum or Plasma
LB00087,비임균성 성감염 PCR(4종)(Aseptic Urine (Voided)),4322045,Polymerase chain reaction analysis
LB00088,비임균성 성감염 PCR(4종)(Cervix(PCR전용)),4322045,Polymerase chain reaction analysis
LB00089,비임균성 성감염 PCR(4종)(Conjunctiva),4322045,Polymerase chain reaction analysis
LB00090,비임균성 성감염 PCR(4종)(Open pus),4322045,Polymerase chain reaction analysis
LB00091,비임균성 성감염 PCR(4종)(Other(Please see message!)),4322045,Polymerase chain reaction analysis
LB00092,비임균성 성감염 PCR(4종)(Sputum),4322045,Polymerase chain reaction analysis
LB00093,비임균성 성감염 PCR(4종)(Throat Swab),4322045,Polymerase chain reaction analysis
LB00094,비임균성 성감염 PCR(4종)(Urethral discharge),4322045,Polymerase chain reaction analysis
LB00095,비타민B12(Serum),2212300,Cyanocobalamin (Vitamin B-12)
LB00096,산전 Triple Test(비급여)(Serum),4078287,Triple test
LB00097,신종인플루엔자 A(Real Time RT-PCR)(전용),2213063,Detection test for influenza A virus
LB00098,싸이로글로불린(Serum),4219426,Thyroglobulin measurement
LB00099,싸이록신(T4)(Serum),4248132,Thyroxine measurement
LB00100,약물및독물검사(정량)-정밀-Cyclosporin(WB(EDTA)),3010375,Cyclosporine [Mass/volume] in Blood
LB00101,엽산(Folate)(Serum),3036987,Folate [Mass/volume] in Serum or Plasma
LB00102,오스테오칼신-핵의학적방법(Serum(Osteocalcin용)),3028772,Osteocalcin [Mass/volume] in Serum or Plasma
LB00103,오스테오칼신-핵의학적방법(Serum),3028772,Osteocalcin [Mass/volume] in Serum or Plasma
LB00104,"요소호기검사(헬리코박터감염, 건강검진)(요소호기검사)",44790227,Urea breath test
LB00105,요일반검사7종까지(Urine (Random)),4055811,Urine examination
LB00106,요침사검사[유세포분석법](Joint fluid),3038224,Microscopic observation [Identifier] in Urine sediment by Light microscopy
LB00107,요침사검사[유세포분석법](Urine (Random)),3038224,Microscopic observation [Identifier] in Urine sediment by Light microscopy
LB00108,유리경쇄정량검사(혈청)-람다(Serum),3004640,Immunoglobulin light chains.lambda [Mass/volume] in Serum
LB00109,유리경쇄정량검사(혈청)-카파(Serum),3019812,Immunoglobulin light chains.kappa [Mass/volume] in Serum
LB00110,인슐린(Serum),4060873,Insulin measurement
LB00111,전립선특이항원PSA(Serum),3013603,PSA serum/plasma
LB00112,조직형검사: HLA-B27 [DNA 검사법](Patient (Laboratory)),3008898,HLA-B27 [Presence]
LB00113,조직형검사: HLA-B27 [DNA 검사법](WB(EDTA)),3008898,HLA-B27 [Presence]
LB00114,종양의염색체검사[혈액종양](Chromosome(BM:Heparin)),4229610,Chromosome analysis
LB00115,중금속(정량)(ICP-ES법 또는 원자흡광광도법)-Li(전용),4250616,Plasma emission spectroscopy inductively coupled measurement
LB00116,중금속(정량)(ICP-ES법 또는 원자흡광광도법)-Li(Serum),4250616,Plasma emission spectroscopy inductively coupled measurement
LB00117,중금속(정량)(ICP-ES법 또는 원자흡광광도법)-Li(Urine (24hr)),4250616,Plasma emission spectroscopy inductively coupled measurement
LB00118,중금속(정량)(ICP-ES법 또는 원자흡광광도법)-Li(Urine (Random)),4250616,Plasma emission spectroscopy inductively coupled measurement
LB00119,중합효소연쇄반응교잡반응법[기타](Ascitic fluid),4322045,Polymerase chain reaction analysis
LB00120,중합효소연쇄반응교잡반응법[기타](Aseptic Urine (Voided)),4322045,Polymerase chain reaction analysis
LB00121,중합효소연쇄반응교잡반응법[기타](Biopsy tissue),4322045,Polymerase chain reaction analysis
LB00122,중합효소연쇄반응교잡반응법[기타](BM(PCR용)),4322045,Polymerase chain reaction analysis
LB00123,중합효소연쇄반응교잡반응법[기타](Bronchial larvage),4322045,Polymerase chain reaction analysis
LB00124,중합효소연쇄반응교잡반응법[기타](C.S.F),4322045,Polymerase chain reaction analysis
LB00125,중합효소연쇄반응교잡반응법[기타](Close pus),4322045,Polymerase chain reaction analysis
LB00126,중합효소연쇄반응교잡반응법[기타](Gastric juice),4322045,Polymerase chain reaction analysis
LB00127,중합효소연쇄반응교잡반응법[기타](Joint fluid),4322045,Polymerase chain reaction analysis
LB00128,중합효소연쇄반응교잡반응법[기타](Lymph node),4322045,Polymerase chain reaction analysis
LB00129,중합효소연쇄반응교잡반응법[기타](Open pus),4322045,Polymerase chain reaction analysis
LB00130,중합효소연쇄반응교잡반응법[기타](Other(Please see message!)),4322045,Polymerase chain reaction analysis
LB00131,중합효소연쇄반응교잡반응법[기타](Pericadial fluid),4322045,Polymerase chain reaction analysis
LB00132,중합효소연쇄반응교잡반응법[기타](Pleural fluid),4322045,Polymerase chain reaction analysis
LB00133,중합효소연쇄반응교잡반응법[기타](Semen),4322045,Polymerase chain reaction analysis
LB00134,중합효소연쇄반응교잡반응법[기타](Sputum),4322045,Polymerase chain reaction analysis
LB00135,중합효소연쇄반응교잡반응법[기타](Stool),4322045,Polymerase chain reaction analysis
LB00136,중합효소연쇄반응교잡반응법[기타](Tracheal aspirate),4322045,Polymerase chain reaction analysis
LB00137,중합효소연쇄반응교잡반응법[기타](WB(EDTA)),4322045,Polymerase chain reaction analysis
LB00138,최소억제농도(비뇨.생식) & Cul(Aseptic Urine (Cath)),4189544,Microbial culture
LB00139,최소억제농도(비뇨.생식) & Cul(Aseptic Urine (Voided)),4189544,Microbial culture
LB00140,최소억제농도(비뇨.생식) & Cul(Cervix),4189544,Microbial culture
LB00141,최소억제농도(비뇨.생식) & Cul(EPS),4189544,Microbial culture
LB00142,최소억제농도(비뇨.생식) & Cul(IUD),4189544,Microbial culture
LB00143,최소억제농도(비뇨.생식) & Cul(Urethral discharge),4189544,Microbial culture
LB00144,최소억제농도(비뇨.생식) & Cul(Vaginal Discharge),4189544,Microbial culture
LB00145,칼시토닌(Serum),4147378,Calcitonin measurement
LB00146,칼시토닌(WB(EDTA)),4147378,Calcitonin measurement
LB00147,태아성암항원CEA(Ascitic fluid),3042038,Carcinoembryonic Ag [Mass/volume] in Peritoneal fluid
LB00148,태아성암항원CEA(C.S.F),3023729,Carcinoembryonic Ag [Mass/volume] in Cerebral spinal fluid
LB00149,태아성암항원CEA(Pancreas cyst fluid),3013735,Carcinoembryonic Ag [Mass/volume] in Body fluid
LB00150,태아성암항원CEA(Pericadial fluid),3038258,Carcinoembryonic Ag [Mass/volume] in Pericardial fluid
LB00151,태아성암항원CEA(Pleural fluid),3009804,Carcinoembryonic Ag [Mass/volume] in Pleural fluid
LB00152,태아성암항원CEA(Serum),3003785,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma
LB00153,트리요도타이로닌(T3)(Serum),4094598,Triiodothyronine measurement
LB00154,프로락틴(Serum),3004722,Prolactin [Mass/volume] in Serum or Plasma
LB00155,형광트레포네마항체흡수검사(Serum),4240154,Fluorescent treponemal antibody absorption test
LB00156,황체형성호르몬 정성검사 [현장검사](Urine (Random)),3001796,Lutropin [Units/volume] in Urine
LB00157,황체형성호르몬(LH)(Serum),3009214,Lutropin [Units/volume] in Serum or Plasma
LB00158,ABO Grouping(Blood grouping),3002529,ABO group [Type] in Blood
LB00159,ABO Typing(Capillary blood),3002529,ABO group [Type] in Blood
LB00160,ABO Typing(Serum(Blood Bank용 Tube)),3002529,ABO group [Type] in Blood
LB00161,ABO Typing(Serum),3002529,ABO group [Type] in Blood
LB00162,ABO Typing(WB(EDTA)),3002529,ABO group [Type] in Blood
LB00163,ACTH CBC BOTTLE(WB(EDTA)),4170855,Adrenocorticotropic hormone measurement
LB00164,Adenosine deaminase(Ascitic fluid),3033252,Adenosine deaminase [Enzymatic activity/volume] in Peritoneal fluid
LB00165,Adenosine deaminase(C.S.F),3034552,Adenosine deaminase [Enzymatic activity/volume] in Cerebral spinal fluid
LB00166,Adenosine deaminase(Pericadial fluid),3029213,Adenosine deaminase [Enzymatic activity/volume] in Pericardial fluid
LB00167,Adenosine deaminase(Pleural fluid),3036428,Adenosine deaminase [Enzymatic activity/volume] in Pleural fluid
LB00168,Adenosine deaminase(Serum),3052649,Adenosine deaminase [Enzymatic activity/volume] in Serum or Plasma
LB00169,a-FP(Amniotic Fluid),3010296,Alpha-1-Fetoprotein [Mass/volume] in Amniotic fluid
LB00170,a-FP(Ascitic fluid),3032506,Alpha-1-Fetoprotein [Mass/volume] in Peritoneal fluid
LB00171,a-FP(C.S.F),3027634,Alpha-1-Fetoprotein [Mass/volume] in Cerebral spinal fluid
LB00172,a-FP(Chromosome(Amniotic Fl)),3010296,Alpha-1-Fetoprotein [Mass/volume] in Amniotic fluid
LB00173,a-FP(Serum),3009306,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma
LB00174,Albumin(Albumin assay),3024561,Albumin [Mass/volume] in Serum or Plasma
LB00175,Albumin(Ascitic fluid),4097664,Albumin measurement
LB00176,Albumin(Close pus),4097664,Albumin measurement
LB00177,Albumin(Other(Please see message!)),4097664,Albumin measurement
LB00178,Albumin(Pancreas cyst fluid),4097664,Albumin measurement
LB00179,Albumin(Pleural fluid),40479187,Measurement of albumin in pleural fluid specimen
LB00180,Albumin(Serum),3024561,Albumin serum/plasma
LB00181,Albumin(Urine (24hr)),3025987,Albumin [Presence] in Urine
LB00182,Albumin(Urine (Random)),3025987,Albumin [Presence] in Urine
LB00183,Alk.Phosphatase(Liver function test),3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma
LB00184,Alkaline Phosphatase(Serum),3035995,Alkaline phosphatase serum/plasma
LB00185,ALT (GPT)(Liver function test),3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma
LB00186,Amylase(Amniotic Fluid),4276028,Amylase measurement
LB00187,Amylase(Amylase assay),3016771,Amylase [Enzymatic activity/volume] in Serum or Plasma
LB00188,Amylase(Ascitic fluid(EDTA)),4232318,"Amylase measurement, serum"
LB00189,Amylase(Ascitic fluid),4276028,Amylase measurement
LB00190,Amylase(Barobag count),4276028,Amylase measurement
LB00191,Amylase(Bile juice),4276028,Amylase measurement
LB00192,Amylase(Bronchial larvage),4276028,Amylase measurement
LB00193,Amylase(C.S.F),3007327,Amylase [Enzymatic activity/volume] in Cerebral spinal fluid
LB00194,Amylase(Catheter),4276028,Amylase measurement
LB00195,Amylase(Gastric juice),3016801,Amylase [Enzymatic activity/volume] in Gastric fluid
LB00196,Amylase(Joint fluid (EDTA)),3004142,Amylase [Enzymatic activity/volume] in Synovial fluid
LB00197,Amylase(Joint fluid),3004142,Amylase [Enzymatic activity/volume] in Synovial fluid
LB00198,Amylase(Other(Please see message!)),4276028,Amylase measurement
LB00199,Amylase(Pancreas cyst fluid),4276028,Amylase measurement
LB00200,Amylase(Pericadial fluid),3043739,Amylase [Enzymatic activity/volume] in Pericardial fluid
LB00201,Amylase(Pleural fluid(EDTA)),3015401,Amylase [Enzymatic activity/volume] in Pleural fluid
LB00202,Amylase(Pleural fluid),3015401,Amylase [Enzymatic activity/volume] in Pleural fluid
LB00203,Amylase(Serum),4232318,"Amylase measurement, serum"
LB00204,Amylase(Urine (24hr)),4152457,"Amylase measurement, urine"
LB00205,Amylase(Urine (Random)),4152457,"Amylase measurement, urine"
LB00206,ANC,3030905,Polymorphonuclear cells [#/volume] in Blood
LB00207,ANCA(Quantitative)(Serum),4135820,Antineutrophil cytoplasmic antibody measurement
LB00208,Anti Cardiolipin IgA(Serum),3009118,Cardiolipin IgA Ab [Units/volume] in Serum by Immunoassay
LB00209,Anti Cardiolipin IgM(Serum),40758574,Cardiolipin IgM Ab in Serum
LB00210,Anti CCP Ab(Serum),3041391,Cyclic citrullinated peptide Ab [Presence] in Serum
LB00211,Anti ENA Antibody 4종(Serum),4133657,Extractable nuclear antigen antibody screening test
LB00212,Anti LKM Ab(Serum),3019307,Liver kidney microsomal Ab [Units/volume] in Serum
LB00213,Anti Mitochondrial Ab(Serum),4136743,Antimitochondrial antibody titer
LB00214,Anti Nuclear Ab (ANA)(Serum),3004616,Nuclear Ab [Presence] in Serum
LB00215,Anti Phospholipid IgG(P(Sodium citrate)),3000984,Phospholipid [Mass/volume] in Serum or Plasma
LB00216,Anti Phospholipid IgG(Serum),3021751,Phospholipid IgG Ab [Presence] in Serum
LB00217,Anti Phospholipid IgM(P(Sodium citrate)),3034807,Phospholipid Ab.IgM
LB00218,Anti Phospholipid IgM(Serum),3023632,Phospholipid IgM Ab [Units/volume] in Serum by Immunoassay
LB00219,Anti Sm Ab(Serum),3016921,Smith extractable nuclear Ab [Units/volume] in Serum
LB00220,Anti Smooth muscle Ab(정밀)(Serum),3005932,Smooth muscle Ab [Presence] in Serum
LB00221,Anti Thrombin III(P(Sodium citrate)),4263791,Antithrombin III assay
LB00222,Anti-cardiolipin(확진)-IgG(Serum),40758575,Cardiolipin IgG Ab in Serum
LB00223,Anti-HIV I/II(HIV study),3013906,HIV 1 Ab [Presence] in Serum
LB00224,Anti-Nuclear Ab(Quantitative)(Serum),4193403,Serum anti nuclear antibody level
LB00225,ApoE 유전자 검사(WB(EDTA)),4019453,Apolipoproteins E measurement
LB00226,Apolipoprotein A-1(Serum),4195202,Serum apolipoprotein A-I measurement
LB00227,Apolipoprotein B-1(Serum),4197854,Serum apolipoprotein B measurement
LB00228,aPTT(P(Sodium citrate)),3013466,Activated partial thromboplastin time (aPTT) in Blood by Coagulation assay
LB00229,aPTT(Test for hemostasis & thrombosis),3018677,Activated partial thromboplastin time (aPTT) in Platelet poor plasma by Coagulation assay
LB00230,ASO(Quantitative)(Serum),3028050,Streptolysin O Ab [Titer] in Serum
LB00231,Aspergilus Ag(High Quality)(Serum),44790036,Aspergillus antigen level
LB00232,AST (GOT)(Liver function test),3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma
LB00233,Atypical lympho,3015233,Lymphocytes Abnormal/100 leukocytes in Blood
LB00234,B2-Microglobulin(Serum),3013201,Beta-2-Microglobulin [Mass/volume] in Serum
LB00235,B2-Microglobulin(Urine (24hr)),3043349,Beta-2-Microglobulin [Presence] in Urine
LB00236,B2-Microglobulin(Urine (Random)),3018081,Beta-2-Microglobulin [Mass/volume] in Urine
LB00237,B형간염표면항원정량검사(화학발광미세입자 면역측정?HBsAg(정량)(Serum),4168615,Hepatitis B surface antigen measurement
LB00238,BACTERIA,3025255,Bacteria [#/area] in Urine sediment by Microscopy high power field
LB00239,Band,3004809,Neutrophils.band form/100 leukocytes in Blood
LB00240,Basophil,3022096,Basophils/100 leukocytes in Blood
LB00241,BE,3003396,Base excess in Arterial blood
LB00242,Blast,3025159,Blasts/100 leukocytes in Blood
LB00243,Bleeding time(Patient (Laboratory)),3011625,Bleeding time
LB00244,BLOOD AMMONIA(WB(EDTA)),3030942,Ammonia [Mass/volume] in Blood
LB00245,Blood cell Morphology(WB(EDTA)),4143609,Blood cell morphology
LB00246,"BLOOD GAS STUDY(3ICU,MICU,NSICU)(Whole blood (ABGA용))",4042746,Blood gas measurement
LB00247,BLOOD GAS STUDY(Whole blood (ABGA용)),4042746,Blood gas measurement
LB00248,BLOOD GROUP ANTIBODY SCREENING(Serum(Blood Bank용 Tube)),4098070,Blood group antibody screening
LB00249,BLOOD GROUP ANTIBODY SCREENING(Serum),3036472,Blood group antibodies identified in Serum or Plasma
LB00250,BLOOD GROUP ANTIBODY SCREENING(WB(EDTA)),4098070,Blood group antibody screening
LB00251,Bone marrow asp & biopsy(Bone Marrow Biopsy),4120443,Bone marrow sampling
LB00252,Broad Cast,3017179,Broad casts [#/area] in Urine sediment by Microscopy low power field
LB00253,BUN(Ascitic fluid),4017361,Blood urea nitrogen measurement
LB00254,BUN(Barobag count),4017361,Blood urea nitrogen measurement
LB00255,BUN(BUN assay),3013682,Urea nitrogen [Mass/volume] in Serum or Plasma
LB00256,BUN(Catheter),4017361,Blood urea nitrogen measurement
LB00257,BUN(Dialysate),3034104,Urea nitrogen [Mass/volume] in Serum or Plasma --post dialysis
LB00258,BUN(Other(Please see message!)),4017361,Blood urea nitrogen measurement
LB00259,BUN(Pleural fluid),4017361,Blood urea nitrogen measurement
LB00260,BUN(Serum),3013682,Urea nitrogen serum/plasma
LB00261,BUN(Urine (12hr)),4017361,Blood urea nitrogen measurement
LB00262,BUN(Urine (24hr)),4017361,Blood urea nitrogen measurement
LB00263,BUN(Urine (Random)),4017361,Blood urea nitrogen measurement
LB00264,CA-125(Serum),3037551,Cancer Ag 125 [Units/volume] in Serum or Plasma
LB00265,CA15-3(Serum),3006588,Cancer Ag 15-3 [Units/volume] in Serum or Plasma
LB00266,CA19-9(carbohydrate Ag 19-9)(Serum),3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma
LB00267,CA-19-9(Pancreas cyst fluid),4164784,Cancer antigen 19-9 measurement
LB00268,CA-19-9(Serum),3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma
LB00269,Calcium(Electrolyte study),3006906,Calcium [Mass/volume] in Serum or Plasma
LB00270,Carbmazepine(Tegretol)(Serum),3028415,Carbamazepine [Presence] in Serum or Plasma
