mapping_num,description,omop_concept_id,omop_concept_name
DR00026,*Ketamine inj 500mg/10ml(향),19057197,Ketamine 50 MG/ML Injectable Solution
DR00027,*Midazolam inj 15mg/3ml(향),19078925,Midazolam 5 MG/ML Injectable Solution
DR00028,*Sentil tab 5mg (향),19106229,clobazam 5 MG Oral Tablet
DR00029,<40mg> Indenol tab,40163342,Propranolol Hydrochloride 40 MG Oral Tablet
DR00030,0.3%NERISONA CREAM 10G/TB,19026097,Diflucortolone 0.003 MG/MG Topical Ointment
DR00031,0.3%OFLXACIN 5ML,19079151,Ofloxacin 3 MG/ML Ophthalmic Solution
DR00032,0.45% NS 1L/Bag,967905,Sodium Chloride 4.5 MG/ML Injectable Solution
DR00033,0.45% NS 1L/Bot (약국용),967905,Sodium Chloride 4.5 MG/ML Injectable Solution
DR00034,0.5% timoptic eyedrop(5ML/B),19079776,Timolol 5 MG/ML Ophthalmic Solution
DR00035,0.9% NS 100ml/Bag,19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00036,0.9% NS 100ml/POT (약국용),19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00037,0.9% NS 150ml/Bot,19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00038,0.9% NS 1L/Bag,19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00039,0.9% NS 20ml(50A/box),19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00040,0.9% NS 250ml/Bag,19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00041,0.9% NS 3L/Bag,19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00042,0.9% NS 500ml/Bag,19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00043,0.9% NS 50ml/Bag,19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00044,1% Banan syr. 1ml,19074935,cefpodoxime 10 MG/ML Oral Suspension
DR00045,1% CYCLOGYL EYE DROP 1BT,42800620,Cyclopentolate hydrochloride 10 MG/ML Ophthalmic Solution
DR00046,1% lacticare HC lotion,19002274,Hydrocortisone 10 MG/ML Topical Lotion
DR00047,1:2 SD 500ml/Bag,1560524,Glucose
DR00047,1:2 SD 500ml/Bag,967823,Sodium Chloride
DR00048,1:4 SD 1L/Bag,1560524,Glucose
DR00048,1:4 SD 1L/Bag,967823,Sodium Chloride
DR00049,1:4 SD 500ml/Bag,1560524,Glucose
DR00049,1:4 SD 500ml/Bag,967823,Sodium Chloride
DR00050,10% D/W 1000ML,1560553,Glucose 100 MG/ML Injectable Solution
DR00051,10% D/W 1L/BOT,1560553,Glucose 100 MG/ML Injectable Solution
DR00052,10% D/W 500ML,1560553,Glucose 100 MG/ML Injectable Solution
DR00053,10% DW 1L/Bag,1560553,Glucose 100 MG/ML Injectable Solution
DR00054,10% DW 1L/POT,1560553,Glucose 100 MG/ML Injectable Solution
DR00055,10% DW 500ml/Bag,1560553,Glucose 100 MG/ML Injectable Solution
DR00056,10% DW 500ml/Bot(약국용),1560553,Glucose 100 MG/ML Injectable Solution
DR00057,100/25/200mg Stalevo tab,19102489,Carbidopa 25 MG / entacapone 200 MG / Levodopa 100 MG Oral Tablet
DR00058,100mg Clozaril Tab (극),800881,Clozapine 100 MG Oral Tablet
DR00059,100mg Cozaar tab,40185276,Losartan Potassium 100 MG Oral Tablet
DR00060,100mg Lamictal Tab.,705108,lamotrigine 100 MG Oral Tablet
DR00061,100mg Pletaal tab.,1350311,cilostazol 100 MG Oral Tablet
DR00062,100mg Topamax Tab,742304,topiramate 100 MG Oral Tablet
DR00063,10mg Kerlone Tab,42800545,Betaxolol Hydrochloride 10 MG Oral Tablet
DR00064,10mg Torem tab,942382,torsemide 10 MG Oral Tablet
DR00065,10mg Torsemide tab.,942382,torsemide 10 MG Oral Tablet
DR00066,10mg Zyprexa Tab(수),785821,olanzapine 10 MG Oral Tablet
DR00067,10ml Megetrol oral susp.,40164972,Megestrol Acetate 40 MG/ML Oral Suspension
DR00068,12.5mg Dilatrend Tab,19022750,carvedilol 12.5 MG Oral Tablet
DR00069,125mg Madopar Tab,789621,Benserazide 25 MG / Levodopa 100 MG Oral Tablet
DR00070,150/37.5/200mg Stalevo tab,19102490,Carbidopa 37.5 MG / entacapone 200 MG / Levodopa 150 MG Oral Tablet
DR00071,150mg Curan tab,961050,Ranitidine 150 MG Oral Tablet
DR00072,150mg Entelon tab.,42904225,Vitis vinifera whole extract
DR00073,150mg Lyrica cap.,19112670,pregabalin 150 MG Oral Capsule
DR00074,150mg Orfil ratard Tab,745466,Valproate
DR00075,15mg Abilify tab,19096776,aripiprazole 15 MG Oral Tablet
DR00076,160mg Diovan tab,19096678,valsartan 160 MG Oral Tablet
DR00077,16mg Atacand tab.,1351583,candesartan cilexetil 16 MG Oral Tablet
DR00078,1mg Mirapex tab,40165177,Pramipexole dihydrochloride 1 MG Oral Tablet
DR00079,1mg Requip tab,19080241,ropinirole 1 MG Oral Tablet
DR00080,20% Albumin 100ML(동신),1344177,"ALBUMIN,HUMAN 200 MG/ML Injectable Solution"
DR00081,20% DW 20ml,1560554,Glucose 200 MG/ML Injectable Solution
DR00082,20% DW 600ml/Bag,1560554,Glucose 200 MG/ML Injectable Solution
DR00083,20% Mannitol 100ml/Bag,994096,Mannitol 200 MG/ML Injectable Solution
DR00084,20% Mannitol inj 100ml/PA,994096,Mannitol 200 MG/ML Injectable Solution
DR00085,20% Mannitol(대한) 100ml/Bag,994096,Mannitol 200 MG/ML Injectable Solution
DR00086,200mg Ursa Tab.,988095,ursodeoxycholate
DR00087,200MG/Tab. Oxiklorin Tab.,40184084,Hydroxychloroquine Sulfate 200 MG Oral Tablet
DR00088,20mg Lipitor tab,19123592,atorvastatin 20 MG Oral Tablet
DR00089,25mg Capril Tab,1340161,Captopril 25 MG Oral Tablet
DR00090,2mg Hytrin tab,1341271,terazosine 2 MG Oral Tablet
DR00091,2mg Requip tab,713853,ropinirole 2 MG Oral Tablet
DR00092,3% NaCl Sol 500ml/Bot,19127417,Sodium Chloride 0.513 MEQ/ML Injectable Solution
DR00093,30MG Remeron soltab.,19070748,Mirtazapine 30 MG Disintegrating Tablet
DR00094,35mg Actonel tab,40174494,risedronate sodium 35 MG Oral Tablet
DR00095,40mg Mevalotin tab,40175400,Pravastatin Sodium 40 MG Oral Tablet
DR00096,40MG OMP  tab,19102190,Omeprazole 40 MG Enteric Coated Tablet
DR00097,40mg Zocor tab,1539407,Simvastatin 40 MG Oral Tablet
DR00098,4mg  Amaryl tab.,1597773,glimepiride 4 MG Oral Tablet
DR00099,4mg Vaxar tab,19011549,lacidipine 4 MG Oral Tablet
DR00100,5% D/S 1000ML,967825,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution
DR00101,5% D/S 1L/BOT,967825,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution
DR00102,5% D/S 500ML,967825,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution
DR00103,5% D/W 1000ML,19076324,Glucose 50 MG/ML Injectable Solution
DR00104,5% D/W 1L/BAG,19076324,Glucose 50 MG/ML Injectable Solution
DR00105,5% D/W 500ML,19076324,Glucose 50 MG/ML Injectable Solution
DR00106,5% D/W 500ml/BAG,19076324,Glucose 50 MG/ML Injectable Solution
DR00107,5% D/W 500ml/BOT(약국용),19076324,Glucose 50 MG/ML Injectable Solution
DR00108,5% DS 1L/Bag,967825,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution
DR00109,5% DS 1L/POT,967825,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution
DR00110,5% DW 100ml/Bag,19076324,Glucose 50 MG/ML Injectable Solution
DR00111,5% DW 100ml/Bot (약국용),19076324,Glucose 50 MG/ML Injectable Solution
DR00112,5% DW 1L/Bot (약국용),19076324,Glucose 50 MG/ML Injectable Solution
DR00113,5% DW 1L/POT,19076324,Glucose 50 MG/ML Injectable Solution
DR00114,5% DW 200ml/Bot,19076324,Glucose 50 MG/ML Injectable Solution
DR00115,5% DW 500ml/Bag,19076324,Glucose 50 MG/ML Injectable Solution
DR00116,5%Dextrose NAK inj 2호 1L,19123351,Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 0.0769 MEQ/ML Injectable Solution
DR00117,50% D/W 500ML,1560556,Glucose 500 MG/ML Injectable Solution
DR00118,50% D/W 500ml/BOT,1560556,Glucose 500 MG/ML Injectable Solution
DR00119,50% DW 100ml/POT,1560556,Glucose 500 MG/ML Injectable Solution
DR00120,50% DW 500ml/Bag,1560556,Glucose 500 MG/ML Injectable Solution
DR00121,500mg Claroma tab,1750562,Clarithromycin 500 MG Oral Tablet
DR00122,500mg Xeloda Tab,19023530,capecitabine 500 MG Oral Tablet
DR00123,500mg/VI Predisol inj,1506270,Methylprednisolone
DR00124,50mg Aldactone Tab,970283,Spironolactone 50 MG Oral Tablet
DR00125,50mg Capril Tab,19074673,Captopril 50 MG Oral Tablet
DR00126,50mg Ixel cap,19103538,Midalcipran 50 MG Oral Capsule
DR00127,5-FU Inj 1000mg/20ml,955641,Fluorouracil 50 MG/ML Injectable Solution
DR00128,5-FU inj 1000mg/20ml/VI,955641,Fluorouracil 50 MG/ML Injectable Solution
DR00129,5-FU Inj 250mg/5ml,955641,Fluorouracil 50 MG/ML Injectable Solution
DR00130,5-FU Inj 500mg/10ml,955641,Fluorouracil 50 MG/ML Injectable Solution
DR00131,5-FU inj 500mg/10ml/VI,955641,Fluorouracil 50 MG/ML Injectable Solution
DR00132,6.25mg Dilatrend tab,19022749,carvedilol 6.25 MG Oral Tablet
DR00133,600mg Orfil retard tab.,745466,Valproate
DR00134,60mg Adalat oros tab.,19112981,Nifedipine 60 MG Extended Release Tablet
DR00135,625mg Augmentin Tab,1713694,Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet
DR00136,70mg Fosamax Tab.,40173612,Alendronic acid 70 MG Oral Tablet
DR00137,건일네틸마이신주100mg,19017588,Netilmicin 50 MG/ML Injectable Solution
DR00138,건일네틸마이신주150mg,19057566,Netilmicin 100 MG/ML Injectable Solution
DR00139,대원페노바르비탈정 60MG,734711,Phenobarbital 30 MG Oral Tablet
DR00140,동신 Albumin 20%(100ml),1344177,"ALBUMIN,HUMAN 200 MG/ML Injectable Solution"
DR00141,산화마그네슘 정 250mg,993690,Magnesium Oxide 250 MG Oral Tablet
DR00142,산화마그네슘 정 500mg,993732,Magnesium Oxide 500 MG Oral Tablet
DR00143,슈다페드 정 60MG,40232259,Pseudoephedrine Hydrochloride 60 MG Oral Tablet
DR00144,옥시마이신안 연고 3.5G,925989,Oxytetracycline 0.005 MG/MG / Polymyxin B 10 UNT/MG Ophthalmic Ointment
DR00145,유박스B 주 0.5ml(소아용간염),528325,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension
DR00146,제니칼 캅셀 120MG/cap.,741572,orlistat 120 MG Oral Capsule
DR00147,제당 10% D/W 1000ml (bag),1560553,Glucose 100 MG/ML Injectable Solution
DR00148,제당 10% D/W 500ml (bag),1560553,Glucose 100 MG/ML Injectable Solution
DR00149,제당 5% D/W 1000ml (bag),19076324,Glucose 50 MG/ML Injectable Solution
DR00150,제당 5% D/W 500ml (bag),19076324,Glucose 50 MG/ML Injectable Solution
DR00151,제당 하트만 1000ml (bag),19135831,"calcium chloride, dihydration 0.2 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML / Sodium Lactate 3.1 MG/ML Irrigation Solution"
DR00152,제당 D/S 1000ml (bag),967825,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution
DR00153,제당 D/S 500ml (bag),967825,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution
DR00154,제당 Hartman 500ml (bag),19135831,"calcium chloride, dihydration 0.2 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML / Sodium Lactate 3.1 MG/ML Irrigation Solution"
DR00155,제당 Normal saline 1000ml(P),19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00156,제당 Normal saline 500ml (bag),19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00157,중외생리식염주사액100ml(IV용),19079524,Sodium Chloride 9 MG/ML Injectable Solution
DR00158,A Fluid 1L/Bag,19076330,Glucose 50 MG/ML / Sodium Chloride 4.5 MG/ML Injectable Solution
DR00159,Abeltan tab 150mg,19022948,irbesartan 150 MG Oral Tablet
DR00160,A-Ben tab 100mg,19107415,ALIBENDOL 100 MG Oral Tablet
DR00161,Abilify tab 10mg,757690,aripiprazole 10 MG Oral Tablet
DR00162,Acertil Tab 4mg,40163271,Perindopril Erbumine 4 MG Oral Tablet
DR00163,Acertil Tab 8mg(원외),40163275,Perindopril Erbumine 8 MG Oral Tablet
DR00164,ACETAMINOPHEN 300MG,1127078,Acetaminophen 160 MG Oral Tablet
DR00165,Acetaminophen Tab 300mg 경동,19096574,Acetaminophen 300 MG Oral Tablet
DR00166,Aclaton Tab 50mg,21600139,"SYNTH ANTICHOLINERGICS,QUATERNARY AMMONIUM CMPDS"
DR00167,Actifed Syr,40237805,Pseudoephedrine Hydrochloride 6 MG/ML / Triprolidine Hydrochloride 0.25 MG/ML Oral Solution
DR00168,Actifed Tab,40237822,Pseudoephedrine Hydrochloride 60 MG / Triprolidine Hydrochloride 2.5 MG Oral Tablet
DR00169,Actinamide Inj 1mg/2ml,19048026,cobamamide
DR00170,Actiq Tab 200mcg,19077250,Fentanyl 0.2 MG Lozenge
DR00171,active inj.,19023701,HAEMOPHILUS B CONJUGATE VACCINE 0.02 MG/ML Injectable Solution
DR00172,Actonel Tab 35mg,40174494,risedronate sodium 35 MG Oral Tablet
DR00173,Actonel Tab 5mg,40174498,risedronate sodium 5 MG Oral Tablet
DR00174,Actos Tab 15mg,1525221,pioglitazone 15 MG Oral Tablet
DR00175,Acupan Inj 20mg/2ml,19104216,Nefopam 10 MG/ML Injectable Solution
DR00176,Acupan inj 20mg/2ml/AM,19104216,Nefopam 10 MG/ML Injectable Solution
DR00177,ADALAT 10MG,19019309,Nifedipine 10 MG Oral Capsule
DR00178,ADALAT 5MG,1318859,Nifedipine 5 MG Oral Capsule
DR00179,Adalat Cap 10mg,19019309,Nifedipine 10 MG Oral Capsule
DR00180,Adalat Cap 5mg(내시경용),1318859,Nifedipine 5 MG Oral Capsule
DR00181,Adalat oros 30mg,19112979,Nifedipine 30 MG Extended Release Tablet
DR00182,Adalat Oros Tab 30mg,19101807,Nifedipine 30 MG Oral Tablet
DR00183,Adalat Oros Tab 60mg,19101798,Nifedipine 60 MG Oral Tablet
DR00184,Adcal Tab,19009405,Vitamin D
DR00184,Adcal Tab,19058896,calcium lactate
DR00185,Adelavin-9 Inj 1ml,19091701,Liver Extract
DR00185,Adelavin-9 Inj 1ml,42903868,Flavin-Adenine Dinucleotide
DR00186,Adenocor inj 6mg/2ml/VI(수),19029092,Adenosine 3 MG/ML Injectable Solution
DR00187,ADM inj 10mg/VI(Angio실),40243759,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution
DR00188,ADRIAMYCIN 10MG,40243759,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution
DR00189,ADRIAMYCIN 50MG,40243759,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution
DR00190,Advantan 연고(10g)),1506270,Methylprednisolone
DR00191,Advantan 크림 10g,1506270,Methylprednisolone
DR00192,Advantan cream 10g/tb,1506270,Methylprednisolone
DR00193,Aerane,782047,Isoflurane 999 MG/ML Inhalant Solution
DR00194,Agio Granule 6g,19132965,Plantago Seed
DR00195,Airtal Tab 100mg,19029394,aceclofenac 100 MG Oral Tablet
DR00196,Akocin Inj 100mg/2ml,19017588,Netilmicin 50 MG/ML Injectable Solution
DR00197,Akocin Inj 150mg/1.5ml,19057566,Netilmicin 100 MG/ML Injectable Solution
DR00198,Alaxyl Granule 5g/P,19132965,Plantago Seed
DR00198,Alaxyl Granule 5g/P,938268,Sennosides
DR00198,Alaxyl Granule 5g/P,957797,Psyllium
DR00199,Alaxyl Granule 8g/p,19132965,Plantago Seed
DR00199,Alaxyl Granule 8g/p,938268,Sennosides
DR00199,Alaxyl Granule 8g/p,957797,Psyllium
DR00200,Albis Tab,1036228,Sucralfate
DR00200,Albis Tab,19025138,Bismuth
DR00200,Albis Tab,961047,Ranitidine
DR00201,Albumax Sol 10ml,1360067,Iron
DR00202,Albumin Inj 20% 100ml,1344177,"ALBUMIN,HUMAN 200 MG/ML Injectable Solution"
DR00203,Albumin Inj 5% 250ml,1344176,"ALBUMIN,HUMAN 50 MG/ML Injectable Solution"
DR00204,Albumin(녹십자) inj 20% 100ml,1344177,"ALBUMIN,HUMAN 200 MG/ML Injectable Solution"
DR00205,Albumin(SK) inj 20% 100ml,1344177,"ALBUMIN,HUMAN 200 MG/ML Injectable Solution"
DR00206,Aldactazide Tab 25/25mg,974226,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet
DR00207,Aldactone Tab 25mg,19079658,Spironolactone 25 MG Oral Tablet
DR00208,Alesion Tab 10mg,943634,epinastine
DR00209,Alesion Tab. 10MG/Tab.,943634,epinastine
DR00210,Alfentanil inj 0.05%,19072389,Alfentanil 0.5 MG/ML Injectable Solution
DR00211,Alfentanil Inj 1mg/2ml,19072389,Alfentanil 0.5 MG/ML Injectable Solution
DR00212,Alginase inj. 0.25단위/VI,19006410,Arginine
DR00213,Algiron Inj 5mg/1ml,21600200,CIMETROPIUM BROMIDE
DR00214,Algiron Tab 50mg,21600200,CIMETROPIUM BROMIDE
DR00215,ALKYLOXAN 50MG,19018903,Cyclophosphamide 50 MG Oral Tablet
DR00216,Alkyloxan inj 500mg,1310347,Cyclophosphamide 20 MG/ML Injectable Solution
DR00217,Allegra Tab 120mg,40223807,Fexofenadine hydrochloride 120 MG Oral Tablet
DR00218,Allegra Tab 180mg,40223815,Fexofenadine hydrochloride 180 MG Oral Tablet
DR00219,Allegra Tab. 120Mg/Tab.,40223807,Fexofenadine hydrochloride 120 MG Oral Tablet
DR00220,Allegra Tab. 180Mg/Tab.,40223815,Fexofenadine hydrochloride 180 MG Oral Tablet
DR00221,Allelock tab 5mg,915855,olopatadine
DR00222,Almagel Tab 500mg,21600071,ALMAGATE
DR00223,Almax Susp(15ml),21600071,ALMAGATE
DR00224,Aloxi inj < 0.25mg/5ml/VI >,19102506,palonosetron 0.05 MG/ML Injectable Solution
DR00225,Aloxi Inj 0.075mg/1.5ml,19102506,palonosetron 0.05 MG/ML Injectable Solution
DR00226,Aloxi Inj 0.25mg/5ml,19102506,palonosetron 0.05 MG/ML Injectable Solution
DR00227,Aloxi inj. 0.075mg/1.5ml/VI,19102506,palonosetron 0.05 MG/ML Injectable Solution
DR00228,Alphacoline inj 500mg,19011183,Cytidine Diphosphate Choline 250 MG/ML Injectable Solution
DR00229,Alphagan-P eye drop 0.15% 5ML/BT,40164134,Brimonidine tartrate 1.5 MG/ML Ophthalmic Solution
DR00230,Alphagan-P Eye Drop 5ml,40164134,Brimonidine tartrate 1.5 MG/ML Ophthalmic Solution
DR00231,Alporin inj 750mg/VI,40223437,Cefuroxime 225 MG/ML Injectable Suspension
DR00232,Alvityl I Syr(150ml/BOT),19135832,Multivitamin preparation
DR00233,Alyrane,743196,Enflurane
DR00234,Amaryl M Tab 1/250mg,1503297,Metformin
DR00234,Amaryl M Tab 1/250mg,1597756,glimepiride
DR00235,Amaryl M Tab 2/500mg,1503297,Metformin
DR00235,Amaryl M Tab 2/500mg,1597756,glimepiride
DR00236,Amaryl Tab 2mg,1597772,glimepiride 2 MG Oral Tablet
DR00237,Amaryl Tab 4mg,1597773,glimepiride 4 MG Oral Tablet
DR00238,Amaryl-Mex Tab 2/500mg,1503297,Metformin
DR00238,Amaryl-Mex Tab 2/500mg,1597756,glimepiride
DR00239,Ambisome inj 50mg/VI(수),19057592,Amphotericin B 5 MG/ML Injectable Solution
DR00240,Amikin Inj 250mg/2ml,40173554,Amikacin Sulfate 125 MG/ML Injectable Solution
DR00241,Amikin inj 250mg/2ml/VI,40173554,Amikacin Sulfate 125 MG/ML Injectable Solution
DR00242,Amikin Inj 500mg/2ml,40173556,Amikacin Sulfate 250 MG/ML Injectable Solution
DR00243,AMILO 5MG,40177829,Amiloride Hydrochloride 5 MG Oral Tablet
DR00244,Amilo Tab 5mg,40177829,Amiloride Hydrochloride 5 MG Oral Tablet
DR00245,AMINOPHYLLIN 100MG,1105837,Aminophylline 100 MG Oral Tablet
DR00246,Aminophylline Inj 250mg/10ml,19073072,Aminophylline 25 MG/ML Injectable Solution
DR00247,Aminophylline inj.250mg/10ml/AM,19073072,Aminophylline 25 MG/ML Injectable Solution
DR00248,Aminosteril Ped 100ml(6%),19124969,Amino Acids
DR00249,Amitriptyline Tab 10mg (명인),40162672,Amitriptyline Hydrochloride 10 MG Oral Tablet
DR00250,Amocla DUO syr.,1713697,Amoxicillin 40 MG/ML / Clavulanate 5.7 MG/ML Oral Suspension
DR00251,Amodipin tab 5mg,1332419,Amlodipine 5 MG Oral Tablet
DR00252,Amodipine Tab 5mg,1332419,Amlodipine 5 MG Oral Tablet
DR00253,Amoxapen Cap 250mg,19073183,Amoxicillin 250 MG Oral Capsule
DR00254,Amoxicillin Cap 500mg 종근당,19073187,Amoxicillin 500 MG Oral Capsule
DR00255,AMPHOGEL,985247,Aluminum Hydroxide
DR00256,Ampibactam Inj 750mg,19058200,Ampicillin 100 MG/ML / Sulbactam 50 MG/ML Injectable Solution
DR00257,A-namin 500ml/Bot,19131018,Alanine 7.7 MG/ML / Arginine 6 MG/ML / Cysteine 0.2 MG/ML / Glycine 9 MG/ML / Histidine 2.4 MG/ML / Isoleucine 9 MG/ML / Leucine 11 MG/ML / Lysine 6.1 MG/ML / Methionine 1 MG/ML / Phenylalanine 1 MG/ML / Phosphoric acid 1.15 MG/ML / Proline 8 MG/ML / Serin
DR00258,ANAPROX TAB 275MG,1115126,Naproxen sodium 275 MG Oral Tablet
DR00259,Andilac Cap,19000813,Enterococcus faecalis
DR00259,Andilac Cap,19056614,Lactobacillus bifidus
DR00259,Andilac Cap,987153,Lactobacillus acidophilus
DR00260,Anorex Cap 25mg,40162278,Dantrolene Sodium 25 MG Oral Capsule
DR00261,Anplag Tab 100mg,21600985,PLATELET AGGREGATION INHIBITORS EXCL. HEPARIN
DR00262,Antibio Cap 300mg,987191,Lactobacillus acidophilus 100000000 UNT Oral Capsule
DR00263,ANTIBIOPHILLUS 1G,987153,Lactobacillus acidophilus
DR00264,ANTIRIOD 50MG,1554073,Propylthiouracil 50 MG Oral Tablet
DR00265,Antiroid Tab 50mg,1554073,Propylthiouracil 50 MG Oral Tablet
DR00266,Antithrombin III Inj 500unit,43012500,"Antithrombin III, Human 50 UNT/ML Injectable Solution"
DR00267,antithrombin3 inj.500iu,1436169,Antithrombin III
DR00268,Anycough Cap 300mg,19137056,Theobromine
DR00269,Anydipin tab 5MG,1332419,Amlodipine 5 MG Oral Tablet
DR00270,ANYdipine Tab 5mg,1332419,Amlodipine 5 MG Oral Tablet
DR00271,Anytal Triple Tab,19005512,Trimebutine
DR00271,Anytal Triple Tab,19018438,aluminum magnesium silicate
DR00271,Anytal Triple Tab,19035704,Calcium Carbonate
DR00271,Anytal Triple Tab,43013634,Glycyrrhiza glabra extract
DR00271,Anytal Triple Tab,939506,Sodium Bicarbonate
DR00271,Anytal Triple Tab,990760,Lipase
DR00272,Anzemet Inj 100mg/5ml,19022974,Dolasetron 20 MG/ML Injectable Solution
DR00273,Anzemet Tab 200mg,19102151,Dolasetron 200 MG Oral Tablet
DR00274,Apetrol Oral Susp. 20ml/pack,40164972,Megestrol Acetate 40 MG/ML Oral Suspension
DR00275,Apidra Inj Solostar 300unit/3ml/Pen,1544872,"3 ML Insulin, Glulisine, Human 100 UNT/ML Prefilled Syringe"
DR00276,Aprovel Tab 150mg,19022948,irbesartan 150 MG Oral Tablet
DR00277,Aranesp prefilled 40mcg/0.4ml/syr,1304792,0.4 ML darbepoetin alfa 0.1 MG/ML Prefilled Syringe
DR00278,Aricept 5mg (수),40223778,Donepezil hydrochloride 5 MG Oral Tablet
DR00279,Aricept Tab 10mg,40223768,Donepezil hydrochloride 10 MG Oral Tablet
DR00280,Aricept Tab 5mg,40223778,Donepezil hydrochloride 5 MG Oral Tablet
DR00281,Arobest Tab 20mg,21604114,OTHER CENTRALLY ACTING AGENTS
DR00282,Aronamin C Plus Tab(원외),19135832,Multivitamin preparation
DR00283,Artrodar Cap 50mg,19088916,diacetylrhein 50 MG Oral Capsule
DR00284,Ascite Gran 4.1g/PAK,19007572,Valine
DR00284,Ascite Gran 4.1g/PAK,19082306,Isoleucine
DR00284,Ascite Gran 4.1g/PAK,19088571,Leucine
DR00285,Ascorbic acid Inj 100mg/2ml,19011972,Ascorbic Acid 50 MG/ML Injectable Solution
DR00286,Ascorbic acid Tab 500mg,19069200,Ascorbic Acid 500 MG Oral Tablet
DR00287,Asima Tab 400mg,42900552,xanthine
