localcodename,concept_id,CONCEPT_NAME
Enafon Tab 25mg,40162717,Amitriptyline Hydrochloride 25 MG Oral Tablet
Exelon Patch 15(13.35mg/24hr),42903154,rivastigmine 0.554 MG/HR Transdermal System
Flutiform Inhaler 125/5mcg(120D)(원외),21148485,fluticasone 0.25 MG/ACTUAT / formoterol 0.01 MG/ACTUAT Inhalant Solution
Freamine 10% 500ml/Bag,19124969,Amino Acids
Grasin Inj 150mcg/0.6ml/PFS,1304850,Filgrastim
Itra tab 100mg(원외),19106152,Itraconazole 100 MG Oral Tablet
IVF-M Inj 75unit,21106067,Menotrophin / Menotrophin 150 IU Injection
Janumet Tab 50/500mg(원외),40164922,Metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet
Kaletra Tab 200/50mg,19122186,lopinavir 200 MG / Ritonavir 50 MG Oral Tablet
LETOpra Tab 10mg,948078,pantoprazole
Lomaxacin Cap 100mg(원외),1707800,lomefloxacin
Mitomycin-C Inj 2mg,21034662,Mitomycin 2 MG Injection
MS-Contin Tab 30mg,40169988,Morphine Sulfate 30 MG Extended Release Oral Tablet
Nafcillin Inj 1g,35605336,Nafcillin 1000 MG Injection
Olmetec Plus Tab 20/12.5mg(원외),19102491,Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet
Penid Tab 10mg,40236419,Methylphenidate Hydrochloride 10 MG Oral Tablet
Pirxane Tab 200mg,19039639,buflomedil
Preparation H Oint 28g,45774546,Mineral Oil 0.14 MG/MG / Petrolatum 0.719 MG/MG / Phenylephrine Hydrochloride 0.0025 MG/MG / Shark liver oil 0.03 MG/MG Rectal Ointment
Progesterone Inj 500mg/10ml,1552382,Progesterone 50 MG/ML Injectable Solution
Rifodex Cap 150mg,19019700,Rifampin 150 MG Oral Capsule
TarGIN CR Tab 5/2.5mg,21091527,Naloxone 2.5 MG / Oxycodone 5 MG Extended Release Oral Tablet
Tazocin Inj 4.5g,46275444,Piperacillin 4000 MG / tazobactam 500 MG Injection
Tridol Cap 50mg,1103398,tramadol hydrochloride 50 MG Oral Capsule
Umckamin Syr,43823195,Pelargonium sidoides root extract Oral Solution
Urea Cr 20% 50g/Tube,906973,Urea 200 MG/ML Topical Cream
 엽산 정 1mg,19077513,Folic Acid 1 MG Oral Tablet
1.5% 씨에이피디 2 밸런스 복강 투석액 2L,21601191,PERITONEAL DIALYTICS
넥사바 정 200mg(간세포성암),1363389,sorafenib 200 MG Oral Tablet
노레보 원 정 1.5mg,1589573,Levonorgestrel 1.5 MG Oral Tablet
대원펜타조신주,1130589,Pentazocine 30 MG/ML Injectable Solution
도미컴 주 15mg/3ml (향),19078925,Midazolam 5 MG/ML Injectable Solution
심비코트터부헬러 80/4.5mcg(60dose),43190570,Budesonide 0.08 MG / formoterol 0.0045 MG Dry Powder Inhaler
아라바 정 10mg,19028901,leflunomide 10 MG Oral Tablet
위너프 주 1085ml,21601159,combinations
케텐 정,986118,Ketotifen 1 MG Oral Tablet
코솝에스 점안액 0.2mL/AM,902489,dorzolamide 20 MG/ML / Timolol 5 MG/ML Ophthalmic Solution
플루닐 주 0.3mg/3mL,19027624,Flumazenil 0.1 MG/ML Injectable Solution
Abnobaviscum A Inj 2mg/1ml,21603726,Other plant alkaloids and natural products
Asvon Tab 8mg,19030494,Bromhexine 8 MG Oral Tablet
Barapa Tab 25mg,19021513,Baclofen 25 MG Oral Tablet
Cytarabine Inj 2g/40ml(산도스),1311104,Cytarabine 50 MG/ML Injectable Solution
Dalmadorm Tab.15mg,756349,Flurazepam
Ferbon Inj 100mg/10ml,1388826,Leucovorin 10 MG/ML Injectable Solution
Flagyl Inj.1500mg,1707348,Metronidazole 5 MG/ML Injectable Solution
Genexol PM Inj 30mg,1378385,Paclitaxel 6 MG/ML Injectable Solution
Inteban Cream 1% (25g),1178663,Indomethacin
Kovax Antivenom Inj 6000unit,40168516,Agkistrodon piscivorus antivenin
Lanston Cap.30mg,929887,lansoprazole
Mikelan Tab 5mg,40179070,Carteolol Hydrochloride 5 MG Oral Tablet
MultiBic 5L(무칼륨액),21601222,HEMODIALYTICS AND HEMOFILTRATES
MUTERAN Inj 1000mg/10ml,1139042,Acetylcysteine
Nafcillin Inj 1g,35605336,Nafcillin 1000 MG Injection
Papaverin Inj 30mg/1ml,19056880,Papaverine Hydrochloride 30 MG/ML Injectable Solution
Pentazocin Inj. 30mg,1130589,Pentazocine 30 MG/ML Injectable Solution
Sandostatin LAR Inj 10mg,1522957,Octreotide
Sandostatin LAR Inj 30mg,1522957,Octreotide
Spongostan(Standard) 7*5*1cm,19058092,Gelatin
Tegracil Cap,19065033,Tegafur 100 MG / Uracil 224 MG Oral Capsule
Utrogestan Vag.Cap 200mg,19061860,Progesterone 200 MG Vaginal Suppository
Zaroxolyn Tab 10mg,907015,Metolazone 10 MG Oral Tablet
Zovirax Tab 400mg(원외),1703691,Acyclovir 400 MG Oral Tablet
    유토파,40239867,Ritodrine hydrochloride 10 MG/ML Injectable Solution
0.9% 생리식염 주 50ML,19079524,Sodium Chloride 9 MG/ML Injectable Solution
0.9% NS 3L/Bag,19079524,Sodium Chloride 9 MG/ML Injectable Solution
나제아 주 0.3mg,21600492,Serotonin (5HT3) antagonists
네비스톨 정 5mg,19101573,nebivolol 5 MG Oral Tablet
네오세틴 액,40163626,levocetirizine dihydrochloride 0.5 MG/ML Oral Solution
녹십자바이오텍헤파린나트륨주사액,19077987,Heparin 5000 UNT/ML Injectable Solution
로라반 정 0.5mg(향),19019112,Lorazepam 0.5 MG Oral Tablet
멀택 정 400mg,40163617,dronedarone 400 MG Oral Tablet
메펨 주 1g/VI,35606006,meropenem 1000 MG Injection
미락산 10MG주,19057690,Gallamine
밤벡 정 10mg,19004167,bambuterol 10 MG Oral Tablet
보령뮤코미스트액 800mg/4ml/VI,19072270,Acetylcysteine 200 MG/ML Inhalant Solution
부광스틸녹스 정 10MG(향),40163492,Zolpidem tartrate 10 MG Oral Tablet
씨제이플라스마솔루션에이주 1000ml,43261667,Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.37 MG/ML / Sodium Acetate Trihydrate 3.68 MG/ML / Sodium Chloride 5.26 MG/ML / Sodium gluconate 5.02 MG/ML Injection
아서틸 정 4mg,40163271,Perindopril Erbumine 4 MG Oral Tablet
아세타졸 정 250mg,19018781,Acetazolamide 250 MG Oral Tablet
알프람 0.5MG (향),19072934,Alprazolam 0.5 MG Oral Tablet
에피스크 정 500mg,711589,Levetiracetam 500 MG Oral Tablet
원알파 연질 캅셀 0.5MCG,19014202,Alfacalcidol
이솝틴 서방정 180mg,40171863,Verapamil hydrochloride 180 MG Extended Release Oral Tablet
익셀 캅셀 25mg,19103539,Milnacipran hydrochloride 25 MG Oral Capsule
자이프렉사자이디스확산정10mg,19079152,olanzapine 10 MG Disintegrating Oral Tablet
제일 펜타스판 주 10% 500ml,40161356,Pentastarch 100 MG/ML Injectable Solution
중외 5%포도당주사액 200ML,19076324,Glucose 50 MG/ML Injectable Solution
중외생리식염수 500ML,19079524,Sodium Chloride 9 MG/ML Injectable Solution
케프라 주사 500mg/5ml/VI,42629458,Levetiracetam 100 MG/ML Injection
클로벡스로션0.05% 118ml/BT,40164523,Clobetasol Propionate 0.5 MG/ML Topical Lotion
타플로탄점안액 0.0015% 2.5ml,42708247,tafluprost 0.015 MG/ML Ophthalmic Solution
파라카인점안액 0.5% 4mg/0.8ml,40243589,Proparacaine hydrochloride 5 MG/ML Ophthalmic Solution
페르본주사 1% 300mg/30ml/VI,1388826,Leucovorin 10 MG/ML Injectable Solution
포사제닉 플러스 디 정,40173609,Alendronic acid 70 MG / Cholecalciferol 5600 UNT Oral Tablet
프라닥사 캡슐 110mg,35606208,dabigatran etexilate 110 MG Oral Capsule
피 케이 멜즈 100MG,19087108,Amantadine Hydrochloride 100 MG Oral Tablet
호쿠날린패취 1mg,19043191,tulobuterol
히알플러스 주 14.25mg/0.95ml/PFS,42902509,Sodium Hyaluronate 15 MG/ML Prefilled Syringe
Cavid Chew Tab(원외),19133750,Calcium Carbonate 1250 MG / Cholecalciferol 400 UNT Chewable Tablet
Ciprobay Tab 250mg,1797515,Ciprofloxacin 250 MG Oral Tablet
Cispatin Inj 10mg/20ml,1397599,Cisplatin
Co-Diovan Tab 80/12.5mg,19023453,Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet
Colyte F Pow(4L),19131097,POLYETHYLENE GLYCOL 3350 420000 MG / Potassium Chloride 1480 MG / Sodium Bicarbonate 5720 MG / Sodium Chloride 11200 MG Powder for Oral Solution
Comthyroid Tab(원외),40175205,Levothyroxine Sodium 0.05 MG / liothyronine sodium 0.0125 MG Oral Tablet
Depakote tab 250mg,40238246,Divalproex Sodium 250 MG Delayed Release Oral Tablet
Dicetel Tab 50mg,19025200,pinaverium 50 MG Oral Tablet
Encover Sol 400ml,21605350,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
Glamin 500ml/Bot,19124969,Amino Acids
Hepadial Tab 50mg,43126076,Dimecrotate Magnesium
Hydralazin Tab 25mg,40174811,Hydralazine Hydrochloride 25 MG Oral Tablet
Imovane Tab 7.5mg,19044885,zopiclone 7.5 MG Oral Tablet
Jurnista Oros Tab 8mg,40174866,Hydromorphone Hydrochloride 8 MG Extended Release Oral Tablet
Keppra Tab 250mg,711588,Levetiracetam 250 MG Oral Tablet
Labesin Inj 20mg/4ml,40169706,Labetalol hydrochloride 5 MG/ML Injectable Solution
Layla Tab(원외),21603998,"Other antiinflammatory and antirheumatic agents, non-steroids"
Magenal -F Tab,21600698,"DIGESTIVES, INCL. ENZYMES"
Mirapex ER 0.75mg,40173311,Pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet
Neotigason Cap 10mg,929639,Acitretin 10 MG Oral Capsule
Norpin Inj 4mg/4ml,35603733,Norepinephrine 1 MG/ML Injection
NOVOMix 50 Flexpen Inj 300unit/3ml(원외),42902356,"Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Pen Injector"
Oxycontin CR 40mg,40232750,Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet
Rebaratin Tab 100mg(원외),21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
Remicade Inj 100mg,19078524,infliximab 100 MG Injection
Rhinathiol Cap 500mg(원외),19041843,Carbocysteine
Rifodex Tab 600mg,19022105,Rifampin 600 MG Oral Tablet
RiperiDON Tab 2mg,736053,Risperidone 2 MG Oral Tablet
ROCUMERON Inj 50mg/5ml,42707627,rocuronium bromide 10 MG/ML Injectable Solution
Roxigran Gran(50mg/1g),19063874,Roxithromycin
Taxol Inj 30mg/5ml,1378385,Paclitaxel 6 MG/ML Injectable Solution
TD PUR Inj 0.5ml/PFS(국가지원),40153466,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe"
Tetabulin Inj 1ml,35604680,Tetanus immune globulin
Topamate Tab 100mg,742304,topiramate 100 MG Oral Tablet
Vexol Opth. Susp 5ml(1%),977442,rimexolone 10 MG/ML Ophthalmic Suspension
Vincristine Inj 1mg/1ml,40170314,Vincristine Sulfate 1 MG/ML Injectable Solution
Zanapam Tab 0.4mg,781100,Alprazolam 0.4 MG Oral Tablet
Zanapam Tab 1mg,781062,Alprazolam 1 MG Oral Tablet
Zemiglo Tab 50mg,43534752,gemigliptin
(수)엘시토닌주 10U,21602790,elcatonin
0.5% 베톱틱 안약 5ML/BT,19074186,Betaxolol 2.5 MG/ML Ophthalmic Suspension
8.5% 후라바솔 500ML,19124969,Amino Acids
니아스파노 지속정 500mg,19078988,Niacin 500 MG Extended Release Oral Tablet
마데카솔 연고 10G/TB,21602160,hydrocortisone and antibiotics
메네스 정,19107435,BETAHISTINE 6 MG Oral Tablet
명문도푸람주,40230786,Doxapram Hydrochloride 20 MG/ML Injectable Solution
시네츄라 시럽,21603442,cough suppressants and expectorants
에코리신 안약 5ML/B(수),21603553,Antibiotics
클리마라 패취 50 4매/팩,1548195,Estradiol
Acopex Inj 4g,1746114,Piperacillin
Ammonium lactate Lo 12% 225g,904827,ammonium lactate 120 MG/ML Topical Lotion
A-Xat CR Tab 25mg,722156,Paroxetine Hydrochloride 25 MG Extended Release Oral Tablet
Colyte Pow (4L),21600582,"macrogol, combinations"
Cough syr-s(기침약),21603437,Opium derivatives and expectorants
Exforge Tab 10/160mg(원외),1332525,Amlodipine 10 MG / valsartan 160 MG Oral Tablet
Fentas 25mcg/Hr Patch,42902803,Fentanyl 0.025 MG/HR Transdermal System
Fentora 200mcg Buccal Tab ,1154279,Fentanyl 0.2 MG Buccal Tablet
Froben S.R. Cap 150mg,1156378,Flurbiprofen
Methotrexate Inj 50mg,46275602,Methotrexate 25 MG/ML Injection
Mvix Tab 100mg(원외),21602645,Drugs used in erectile dysfunction
Mypol Cap,43135304,Acetaminophen / Tramadol Delayed Release Oral Tablet
Novo Seven RT Inj 50KIU,21601068,eptacog alfa (activated)
Oscal Tab 500mg,19018544,Calcium
Remeron Tab 15mg,725178,Mirtazapine 15 MG Oral Tablet
Rovetin Tab 20mg(원외),40165253,Rosuvastatin calcium 20 MG Oral Tablet
Venogamma Inj 1.0g,21105011,Immunoglobulin G 1000 MG Injection
(마)마트리펜 패취 25㎍/h,42902803,Fentanyl 0.025 MG/HR Transdermal System
20% Mannitol 250ml/Bot,42628890,Mannitol 200 MG/ML Injection
5%포도당가생리식염액 500ML,36249702,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection
나독솔 주 15mg/2ml/AM,19088170,Ambroxol 7.5 MG/ML Injectable Solution
넥시움 주 40mg/VI,19112920,Esomeprazole 40 MG Injection
대원페노바르비탈정 30 MG,734711,Phenobarbital 30 MG Oral Tablet
대한포도당주사액 5% 1L,19076324,Glucose 50 MG/ML Injectable Solution
더마톱 연고 0.25% 10G,19104872,prednicarbate 0.0025 MG/MG Topical Ointment
레메론 솔탭 정 15mg,19070747,Mirtazapine 15 MG Disintegrating Oral Tablet
루케어 정 10mg,19023368,montelukast 10 MG Oral Tablet
박티그라 거즈(10cmX10cm),1790812,Chlorhexidine
비아그라 정 50mg,19079498,sildenafil 50 MG Oral Tablet
비유피-4 정 10mg,19077093,propiverine
사데닌 정,1364003,S-Adenosylmethionine 200 MG Delayed Release Oral Tablet
스타레보 필름코팅정 50/12.5/200mg,19102488,Carbidopa 12.5 MG / entacapone 200 MG / Levodopa 50 MG Oral Tablet
시네메트 정 250/25,789612,Carbidopa 25 MG / Levodopa 250 MG Oral Tablet
썰타목스 정 500mg,1836242,Amoxicillin 250 MG / Sulbactam 250 MG Oral Tablet
아로포틴프리필드주3000IU/0.5ml,1301125,Epoetin Alfa
알레버트 정,19107656,Cinnarizine 20 MG / Dimenhydrinate 40 MG Oral Tablet
잘라탄 점안액 2.5ml,19080125,latanoprost 0.05 MG/ML Ophthalmic Solution
젬트라 주 200mg/VI,35603172,gemcitabine 200 MG Injection
콤비글라이즈서방정 5/1000mg,40231394,Metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet
크라비트 주 250mg/50ml/VI,46287441,Levofloxacin 5 MG/ML Injection
테베텐 정 600mg,19076924,eprosartan 600 MG Oral Tablet
퍼킨 정 25-250mg,789612,Carbidopa 25 MG / Levodopa 250 MG Oral Tablet
펜타사 서방정 500mg,19064967,mesalamine 500 MG Extended Release Oral Tablet
휴물린 엔 퀵펜주 100IU/ml(*3ml),46234239,"insulin human, isophane 100 UNT/ML Pen Injector"
Acetaminophen Tab 300mg 경동,19096574,Acetaminophen 300 MG Oral Tablet
Actonel Tab 35mg,40174494,risedronate sodium 35 MG Oral Tablet
Airtal Tab 100mg,19029394,aceclofenac 100 MG Oral Tablet
Aknemycin Plus 25ml,21101121,Erythromycin 40 MG/ML / Tretinoin 0.25 MG/ML Topical Solution [Aknemycin Plus]
Alverix Soft Cap,19103496,alverine 60 MG / Simethicone 300 MG Oral Capsule
Antibio Cap 75mg,987153,Lactobacillus acidophilus
Banepo Oint 20g,19027805,Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 5 UNT/MG Topical Ointment
Bivon Inj. 8.4%(20ml),939534,Sodium Bicarbonate 1 MEQ/ML Injectable Solution
Bolgre Cap 200mg,1360067,Iron
Bonviva Tab 150mg,40174364,ibandronic acid 150 MG Oral Tablet
Buspar Tab 10mg,40167431,buspirone hydrochloride 10 MG Oral Tablet
Cacepin Tab 300mg,766821,quetiapine 300 MG Oral Tablet
Caduet Tab 5/10mg(원외),1332497,Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet
Clamoxin Inj 0.6g,21042264,Amoxicillin 500 MG / Clavulanate 100 MG Injection
Fosamax Plus Tab 70mg,40173606,Alendronic acid 70 MG / Cholecalciferol 2800 UNT Oral Tablet
Futhan Inj 50mg,21601027,Other antithrombotic agents
Glucophage Tab 1000mg(원외),40164897,Metformin hydrochloride 1000 MG Oral Tablet
Greenplast Q(냉동) Kit,21601157,carbohydrates
Hextend Inj 500ml/Bag,21601144,hydroxyethylstarch
Holoxan Inj 1g,42628951,Ifosfamide 1000 MG Injection
Intra MCT 20% (250ml),43215169,Medium chain triglycerides 100 MG/ML / Soybean Oil 100 MG/ML Injectable Suspension
Kefentech-L 7매/P,1185922,Ketoprofen
Mircera 200mcg/0.3ml/PFS,42903297,Methoxy polyethylene glycol-epoetin beta 0.667 MG/ML Prefilled Syringe
Mytonin Tab 25mg,40162835,Bethanechol Chloride 25 MG Oral Tablet
N/S (20ml),19079524,Sodium Chloride 9 MG/ML Injectable Solution
N/S 1L/BOT(약국용),19079524,Sodium Chloride 9 MG/ML Injectable Solution
Neustatin R Tab 10mg(원외),40165245,Rosuvastatin calcium 10 MG Oral Tablet
Phenytoin Cap 100mg,40163210,Phenytoin sodium 100 MG Oral Capsule
Pigmin Inj 5mg/1ml,40173882,Pyridostigmine Bromide 5 MG/ML Injectable Solution
Plasma Sol.A Inj 1L/Bag,43261667,Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.37 MG/ML / Sodium Acetate Trihydrate 3.68 MG/ML / Sodium Chloride 5.26 MG/ML / Sodium gluconate 5.02 MG/ML Injection
Pletaal SR Cap 100mg(원외),1350310,cilostazol
Prospan Syr,42899163,Hedera helix leaf extract
Risperdal Tab 1mg,19079462,Risperidone 1 MG Oral Tablet
Simvastar Tab 40mg(원외),1539407,Simvastatin 40 MG Oral Tablet
Spirozide Tab 25/25mg,974226,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet
TARGIN CR Tab 40/20mg,45774946,Naloxone Hydrochloride 20 MG / Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet
Taxotere Inj 20mg,40224723,docetaxel 20 MG/ML Injectable Solution
Taxotere Inj 80mg,1315944,docetaxel 40 MG/ML Injectable Solution
Trileptal Susp 60mg/ml,718126,oxcarbazepine 60 MG/ML Oral Suspension
Trusopt Eye Drop 5ml,19076734,dorzolamide 20 MG/ML Ophthalmic Solution
Venexor XR Cap 37.5mg,19134632,venlafaxine 37.5 MG Extended Release Oral Capsule
Zanapam Tab 0.25mg,19072933,Alprazolam 0.25 MG Oral Tablet
Zovirax Inj 250mg,21071842,Acyclovir 250 MG Injection
네푸라민(주) 250ml,19124969,Amino Acids
니조랄 액 100ML,19008700,Ketoconazole 20 MG/ML Medicated Shampoo
대웅 히비탄 5% 5000ML,1790812,Chlorhexidine
데카펩틸 0.1MG,19089826,Gonadorelin 0.1 MG/ML Injectable Solution
락티케어 제마지스 로오숀 0.25%,19104872,prednicarbate 0.0025 MG/MG Topical Ointment
마자놀 정 1mg(향),794230,Mazindol 1 MG Oral Tablet
보톡스 주,40226575,incobotulinumtoxinA 100 UNT Injection
싸이토사유 1G/Vial,1311104,Cytarabine 50 MG/ML Injectable Solution
씨제이하트만-디액1000ml,21601162,electrolytes with carbohydrates
아렌드 정 70mg,40173612,Alendronic acid 70 MG Oral Tablet
아바스틴 주 100mg/4ml/VI,46275986,bevacizumab 25 MG/ML Injection
예나스테론 주 250mg/1ml/AM,40227467,testosterone enanthate 250 MG/ML Injectable Solution
카버젝트 10mcg,1381509,Alprostadil 0.005 MG Injection
후루오레사이트 주 10%(500mg/5ml/AM),996625,Fluorescein
Acopex Inj 2g,1746114,Piperacillin
Alkeran Tab 2mg,1301270,Melphalan 2 MG Oral Tablet
Alpha - Hexidine 500ml,1790812,Chlorhexidine
Bleocin Inj 15mg,1329241,Bleomycin
Daunoblastina Inj 20mg,1311799,Daunorubicin
Depas Tab 1mg,21604584,etizolam
"Epokine 10,000unit/1ml/PFS",42903049,Epoetin Alfa 10000 UNT/ML Prefilled Syringe
Flixotide Diskus 100ug,42902447,Fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler
Flixotide Jr. Evohaler 50,1149380,fluticasone
Glufast Tab 10mg(원외),21600788,"Other blood glucose lowering drugs, excl. insulins"
Ketosteril Tab,21605345,PROTEIN SUPPLEMENTS
Levan H Oint 2g,21601606,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
Minocline strip 1.4mg,1708880,Minocycline
Nesp Inj 60mcg/1ml/PFS,42903249,darbepoetin alfa 0.06 MG/ML Prefilled Syringe
Novo Seven Inj 60KIU,21601068,eptacog alfa (activated)
Padexol Inj 30mg/5ml,1378385,Paclitaxel 6 MG/ML Injectable Solution
Perisis 1.5%(2L)-Two Bag,21601191,PERITONEAL DIALYTICS
Remsima Inj 100mg,19078524,infliximab 100 MG Injection
Risperdal Inj 25mg,735979,Risperidone
Sectral Cap. 200mg,40223169,Acebutolol Hydrochloride 200 MG Oral Capsule
Sulfile Tab 400mg,19011039,arginine glutamate
Tarceva Tab 150mg,19122519,erlotinib 150 MG Oral Tablet
Trestan Cap,21600931,APPETITE STIMULANTS
Vaxar Tab 6mg,19004539,lacidipine
Venogamma Inj.2.5g,21065705,Immunoglobulin G 2500 MG Injection
(마취)프레조폴 주 1% 20ml(200mg/20ml/AM),753629,Propofol 10 MG/ML Injectable Suspension
(수)페링가니트 0.1% 주사,1361860,Nitroglycerin 1 MG/ML Injectable Solution
15% 포도당 주사액 1000ML,19009602,Glucose 150 MG/ML Injectable Solution
광명 염화칼륨주사액,21047237,Potassium Chloride 150 MG/ML Injectable Solution
글루코파지 정 500MG,40164929,Metformin hydrochloride 500 MG Oral Tablet
네오마찐정 100MG,40179642,Chlorpromazine hydrochloride 100 MG Oral Tablet
대원염산에페드린 주,1143374,Ephedrine
디에프 캅셀 200mg,21601434,Pyrimidine analogues
리비알 2.5MG,19041934,tibolone 2.5 MG Oral Tablet
리비탈 정 25mg,21600522,Liver therapy
리큅 정 0.25mg,713831,ropinirole 0.25 MG Oral Tablet
미드리아실 1% 안약 15ML,906116,Tropicamide 10 MG/ML Ophthalmic Solution
미라펙스 서방정 0.75mg,40173311,Pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet
바스티난 정,19005627,Trimetazidine 20 MG Oral Tablet
발사원플러스 정 80/12.5mg,19023453,Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet
밤벡 시럽,19034275,bambuterol
보령바이오아스트릭스캡슐100mg,19103854,Aspirin 100 MG Delayed Release Oral Capsule
비씨시티콜린 주 250mg/2ml/AM,19011181,Citicoline 125 MG/ML Injectable Solution
에스케이알부민 20% 주 100ml,35605716,"Albumin Human, USP 200 MG/ML Injection"
젬플라 주 5mcg/1ml/AM,19023525,paricalcitol 0.005 MG/ML Injectable Solution
케타민주사 500mg/10ml(향),19057197,Ketamine 50 MG/ML Injectable Solution
콜크린에스액 133ml/BT,991740,"Sodium Phosphate, Dibasic 60 MG/ML / Sodium Phosphate, Monobasic 160 MG/ML Enema"
크라비트 주 750mg/150ml/BT,46287441,Levofloxacin 5 MG/ML Injection
트리렙탈 600mg 정,718129,oxcarbazepine 600 MG Oral Tablet
페가몰정 75MG,19076623,Dipyridamole 75 MG Oral Tablet
피니박스 주사 0.25g/VI,40230701,doripenem 250 MG Injection
한림바소푸레신 주사액,1507838,Vasopressin (USP) 20 UNT/ML Injectable Solution
훼럼포라 정,21601112,ferric oxide polymaltose complexes
Adelavin-9 Inj 1ml,21600522,Liver therapy
