mapping_num,description,omop_concept_id,omop_concept_name
RD00042,청력2차(특검)-건강증진센터(4층),2007867,Audiometry
RD00043,체지방 분석,4339310,Feed analysis for fat
RD00044,코내시경,4105083,Endoscopy of nose
RD00045,토르소(이마-상대퇴) PET,4305790,PET - Positron emission tomography
RD00046,통증크리닉설문지,4079638,Refer to pain clinic
RD00047,"특수뇌파검사(약물,Nasopharyngeal)",4181917,EEG - Electroencephalography
RD00048,파노라마,2006653,Other dental x-ray
RD00049,파노라마 일반,2006653,Other dental x-ray
RD00050,파노라마 특수(TMJ),3005290,Temporomandibular joint X-ray
RD00051,파미레이250주사액(이오파미돌)*100ml,19081224,Iopamidol
RD00052,폐기능(특검)-건강증진센터(4층),4052083,Lung function tests
RD00053,폐기능검사(운동유발 검사(Spirometry)),3038933,Pulmonary Function Tests
RD00054,Abd. Erect,4145311,Erect abdominal X-ray
RD00055,Abd. RT Lat.,3052075,Abdomen X-ray right lateral
RD00056,Abd. Supine,4212044,Supine abdominal X-ray
RD00057,Abd. Supine & Erect,4145311,Erect abdominal X-ray
RD00057,Abd. Supine & Erect,4212044,Supine abdominal X-ray
RD00058,ABDOMEN ERECT,3050797,Abdomen X-ray upright
RD00059,ABDOMEN LAT,3052119,Abdomen X-ray lateral
RD00060,ABDOMEN SUPINE,4212044,Supine abdominal X-ray
RD00061,ABDOMEN SUPINE AND ERECT,3002880,Abdomen X-ray AP (supine and upright)
RD00062,ABDOMEN USG,3014650,Abdomen US
RD00063,ABI Doppler Test,4152022,Doppler
RD00064,Acoustic Rhinomanometry(알레르기),4091870,Rhinomanometry
RD00065,Aided Speech Audiometry,4091138,Speech audiometry
RD00066,AKBR,4097313,"Ketone bodies measurement, quantitative"
RD00067,"Allergy Test, 단자 또는 소피시험",4242723,Prick test
RD00068,"Allergy Test, 단자시험 50종",4092969,In vivo test of hypersensitivity
RD00069,Alternate Caloric Test,4282906,Caloric vestibular test
RD00070,Ambulatory BP Monitoring,2313967,"Ambulatory blood pressure monitoring, utilizing a system such as magnetic tape and/or computer disk, for 24 hours or longer; including recording, scanning analysis, interpretation and report"
RD00071,ANTI TMS,4130731,Transcranial magnetic stimulation
RD00072,ANTI-DS-DNA,4339109,Antibody to double stranded DNA measurement
RD00073,Anti-Thyroglobulin Ab,4065904,Thyroglobulin antibody measurement
RD00074,Apicogram(1),2006700,Other chest x-ray
RD00075,Apicography,4163872,Plain chest X-ray
RD00076,Arteriovenous Shuntogram(영상의학과),4031211,Angiography of arteriovenous shunt
RD00077,A-SCAN(안과),4014084,A scan ultrasound
RD00078,"Automatic perimetry,Unilateral",4016391,Perimetry
RD00079,Autonomic Function Test,4099532,Autonomic function studies
RD00080,Ba.Enema,4140708,Lower gastrointestinal series
RD00081,BAEP(NEUR),4154583,Auditory evoked potentials monitoring
RD00082,Biofeedback,4151220,Biofeedback procedure
RD00083,Blink Reflex,4260952,Orbicularis oculi reflex test
RD00084,Bone Age  <    10세,4098940,Skeletal maturity survey
RD00085,Bone Age  >    10세,4098940,Skeletal maturity survey
RD00086,"Bone Densitometry, Pediatric",4195803,Bone density scan
RD00087,"Bone Densitometry, Spine",4195803,Bone density scan
RD00088,"Bone Densitometry, Spine and Femur",4195803,Bone density scan
RD00089,"Bone Densitometry, Total Body",4195803,Bone density scan
RD00090,Bone Scan,2007462,Bone scan
RD00091,Bone Scan(Inflammation),3016766,Bone Scan
RD00092,Bone Scan(Trauma or Tumor),3016766,Bone Scan
RD00093,Bone SPECT,3019997,Bones SPECT
RD00094,Both Acromioclavicular View,3007266,Acromioclavicular Joint X-ray
RD00095,BOTH ANKLE AP,3047457,Ankle X-ray AP single view
RD00096,BOTH ANKLE AP & LAT & MORTISE VIEW,3051775,Ankle - bilateral X-ray AP and lateral and Mortise
RD00097,Both Ankle AP & Lat.,3009096,Ankle X-ray AP and lateral
RD00098,BOTH ANKLE AP AND LAT,3052800,Ankle - bilateral X-ray AP and lateral
RD00099,Both ankle AP/Lat/Mortise,3051775,Ankle - bilateral X-ray AP and lateral and Mortise
RD00100,Both Ankle Extern Obl,3003770,Ankle - bilateral X-ray
RD00101,Both Ankle Intern Obl,3003770,Ankle - bilateral X-ray
RD00102,BOTH ANKLE LAT,3050541,Ankle X-ray lateral
RD00103,BOTH ANKLE MORTISE VIEW,3048975,Ankle X-ray Mortise
RD00104,BOTH CALCANEAL AXIAL VIEW,3022248,Calcaneus - bilateral X-ray
RD00105,Both Calcaneus Routine,3022248,Calcaneus - bilateral X-ray
RD00106,BOTH CLAVICLE AP,3050799,Clavicle X-ray AP single view
RD00107,Both Clavicle Cephalic Tilt 40',4058899,Clavicle X-ray
RD00108,BOTH CLAVICLE CEPHALIC TILTING,3048328,Clavicle - bilateral X-ray 45 degree cephalic angle
RD00109,BOTH CLVICLE OBLIQUE,3019400,Clavicle - bilateral X-ray
RD00110,Both Coronary Angiography,4219097,"Angiography of coronary arteries, bilateral"
RD00111,Both Coronary Angiography(외래),4219097,"Angiography of coronary arteries, bilateral"
RD00112,BOTH ELBOW AP,3036197,Elbow - bilateral X-ray
RD00113,Both Elbow AP & Lat.,3051840,Elbow - bilateral X-ray AP and lateral
RD00114,BOTH ELBOW AP AND LAT,3051840,Elbow - bilateral X-ray AP and lateral
RD00115,"BOTH ELBOW AP,LAT,BOTH OBL",3047361,Elbow - bilateral X-ray AP and lateral and oblique
RD00116,BOTH ELBOW LAT,3018003,Elbow X-ray
RD00117,BOTH FEMUR AP,3052764,Femur X-ray AP single view
RD00118,Both Femur AP & Lat.,3047645,Femur X-ray AP and lateral
RD00119,BOTH FEMUR LAT,3048097,Femur X-ray lateral
RD00120,Both Foot AP,3050473,Foot X-ray AP single view
RD00121,Both Foot AP & Obl.,3040723,Foot X-ray AP and oblique
RD00122,BOTH FOOT AP AND LAT,3042304,Foot X-ray AP and lateral
RD00123,BOTH FOOT AP AND LAT AND OBL,3053086,Knee - bilateral X-ray AP and lateral and oblique
RD00124,Both foot AP/Obl/Lat,3049583,Foot - bilateral X-ray AP and lateral and oblique
RD00125,BOTH FOOT LAT,3050466,Foot X-ray lateral standing
RD00126,"Both Foot Lat (Wt Bearing, Standing)",3050466,Foot X-ray lateral standing
RD00127,Both Foot Lat.,3016996,Foot - bilateral X-ray
RD00128,Both Foot Obl.,3047572,Foot X-ray oblique single view
RD00129,BOTH FOOT OBLIQUE,3047572,Foot X-ray oblique single view
RD00130,BOTH FOREARM AP,3036760,Upper extremity - bilateral X-ray
RD00131,Both Forearm AP & Lat.,4058907,Plain X-ray radius
RD00132,BOTH FOREARM AP AND LAT,3036760,Upper extremity - bilateral X-ray
RD00133,BOTH FOREARM LAT,3036760,Upper extremity - bilateral X-ray
RD00134,BOTH HAND  OBLIQUE,3050251,Hand X-ray oblique single view
RD00135,Both Hand AP,3025885,Hand X-ray
RD00136,Both Hand AP & Obl.,40771578,Hand - bilateral X-ray AP and lateral and oblique
RD00137,Both Hand AP/Obl/Lat,40771578,Hand - bilateral X-ray AP and lateral and oblique
RD00138,BOTH HAND LAT,3048035,Hand - bilateral X-ray lateral
RD00139,Both Hand Lat.,3050277,Hand X-ray lateral
RD00140,BOTH HAND PA,3047515,Hand - bilateral X-ray PA
RD00141,Both Hip AP & Both Axial,4081564,Plain X-ray ischium
RD00142,Both Hip AP & Frog,4081564,Plain X-ray ischium
RD00143,Both Hip AP & LT Axial,4081564,Plain X-ray ischium
RD00144,Both Hip AP & RT Axial,4081564,Plain X-ray ischium
RD00145,BOTH HIP AP (FROG LEG),3047811,Hip - bilateral X-ray AP and lateral frog
RD00146,BOTH HIP AP (SUPINE),3048011,Hip X-ray AP single view
RD00147,BOTH HIP AP AND LAT,3048388,Hip - bilateral X-ray AP and lateral
RD00148,Both Hip AP in one Film,4081564,Plain X-ray ischium
RD00149,"BOTH HIP AP(ABDUC,INT.ROT)",3016057,Hip X-ray
RD00150,BOTH HIP AP/LT.TRANSLATERAL,3015656,Hip - bilateral X-ray
RD00151,BOTH HIP AP/RT.TRANSLATERAL,3015656,Hip - bilateral X-ray
RD00152,Both Hip Axial,4081564,Plain X-ray ischium
RD00153,BOTH HIP TRANSLATERAL,3015656,Hip - bilateral X-ray
RD00154,Both Humerus AP & Lat.,4056696,Plain X-ray shaft of humerus
RD00155,BOTH HUMERUS AP AND LAT,3047558,Humerus - bilateral X-ray AP and lateral
RD00156,Both Knee AP,3050278,Knee X-ray AP single view
RD00157,Both Knee AP & Lat (Standing),3001798,Knee X-ray AP and lateral standing
RD00158,Both Knee AP & Lat.,3051782,Knee X-ray AP and lateral
RD00159,BOTH KNEE AP (STAND),3038164,Knee X-ray AP single view standing
RD00160,BOTH KNEE AP (SUPINE),3047728,Knee - bilateral X-ray AP single view
RD00161,"BOTH KNEE AP, LAT,SKYLINE VIEW",3047862,Knee - bilateral X-ray
RD00162,"BOTH KNEE AP,PA(45),LAT,MERCHANT",3040136,Knee X-ray AP and lateral and Merchants
RD00163,BOTH KNEE AP/LAT.,3052755,Knee - bilateral X-ray AP and lateral
RD00164,BOTH KNEE DRAW VIEW (ANT),3018468,Knee X-ray
RD00165,BOTH KNEE DRAW VIEW (POST),3047862,Knee - bilateral X-ray
RD00166,BOTH KNEE LAT (30 FLEXION),3051855,Knee X-ray lateral
RD00167,BOTH KNEE LAT (NEUTRAL),3048714,Knee - bilateral X-ray lateral
RD00168,Both Knee Lat.,3051855,Knee X-ray lateral
RD00169,BOTH KNEE MERCHANT VIEW,3015523,Knee - bilateral X-ray Merchants
RD00170,BOTH KNEE PA(45 FLEXION),3052746,Knee X-ray PA W 45 degree flexion
RD00171,BOTH KNEE SKYLINE VIEW,3018468,Knee X-ray
RD00172,BOTH KNEE VALGUS STRESS VIEW,3052451,Knee - bilateral X-ray W manual stress
RD00173,BOTH LOWER LEG AP,3047476,Lower extremity X-ray AP single view
RD00174,BOTH LOWER LEG AP AND LAT,3052173,Lower extremity X-ray AP and lateral
RD00175,BOTH LOWER LEG LAT,3020343,Lower extremity - bilateral X-ray
RD00176,Both Patella Merchant View,3020726,Knee X-ray Merchants
RD00177,BOTH SCAPULAR AP,3044543,Scapula X-ray AP single view
RD00178,BOTH SCAPULAR LAT,3010346,Scapula - bilateral X-ray
RD00179,Both Shoulder AP,3052740,Shoulder X-ray AP single view
RD00180,Both Shoulder AP & Axial,3047552,Shoulder - bilateral X-ray AP and axillary
RD00181,Both Shoulder AP & Lat.,3049302,Shoulder X-ray AP and lateral
RD00182,"BOTH SHOULDER AP, LAT, AXIAL",3050554,Shoulder X-ray AP and lateral and axillary
RD00183,BOTH SHOULDER AXIAL,3048148,Shoulder - bilateral X-ray axillary
RD00184,BOTH SHOULDER LAT,3010427,Shoulder - bilateral X-ray
RD00185,BOTH SHOULDER TRAUMA SERIES,3010427,Shoulder - bilateral X-ray
RD00186,BOTH SUPRASPINATUS OUTLET,3048118,Shoulder - bilateral X-ray outlet
RD00187,Both Tibia AP & Lat.,4081883,Tibia X-ray
RD00188,BOTH VARUS STRESS VIEW,2211817,"Manual application of stress performed by physician for joint radiography, including contralateral joint if indicated"
RD00189,BOTH WHOLE LOWER EXTREMITY,3020343,Lower extremity - bilateral X-ray
RD00190,Both Wrist AP & Lat.,3018248,Wrist X-ray AP and lateral
RD00191,BOTH WRIST LAT (NEUTRAL),3003848,Wrist - bilateral X-ray
RD00192,Both Wrist Obl.,3052402,Wrist - bilateral X-ray oblique
RD00193,BOTH WRIST PA (NEUTRAL),3052108,Wrist - bilateral X-ray PA
RD00194,BOTH.CLAVICLE AP/OBL/CEPHALIC TILT,3019400,Clavicle - bilateral X-ray
RD00195,BOTH.FEMUR AP/LAT,3048708,Femur - bilateral X-ray AP and lateral
RD00196,BOTH.HAND AP/LAT/OBL,40771578,Hand - bilateral X-ray AP and lateral and oblique
RD00197,BOTH.KNEE AP/LAT/BOTH OBL,3053086,Knee - bilateral X-ray AP and lateral and oblique
RD00198,BOTH.WRIST AP/LAT/BILLIARD VIEW,3048608,Wrist X-ray AP and lateral and oblique
RD00199,Brain  SPECT(Rest),3040861,Brain SPECT
RD00200,BRAIN DIFFUSION MRI,3053115,Brain MRI diffusion weighted
RD00201,BRAIN DIFFUSION MRI(보험),3053115,Brain MRI diffusion weighted
RD00202,BRAIN DIFFUSION(보험),3053115,Brain MRI diffusion weighted
RD00203,"BRAIN MRA(3D,Carotid포함),보험",4167390,MRI angiography of head
RD00204,BRAIN MRI,3023655,Brain MRI
RD00205,BRAIN MRI (보험),3023655,Brain MRI
RD00206,BRAIN MRI + ANGIO.,4167390,MRI angiography of head
RD00207,BRAIN MRI(보험),3023655,Brain MRI
RD00208,BRAIN MRI(보험)+DIFFUSION,3053115,Brain MRI diffusion weighted
RD00209,BRAIN MRI+MRA,4082979,Magnetic resonance imaging of head
RD00209,BRAIN MRI+MRA,4167390,MRI angiography of head
RD00210,"BRAIN MRI+MRA(3D,보험)",4082979,Magnetic resonance imaging of head
RD00210,"BRAIN MRI+MRA(3D,보험)",4167390,MRI angiography of head
RD00211,"BRAIN MRI+MRA(3D,Carotid포함)+Diffusion",3053115,Brain MRI diffusion weighted
RD00211,"BRAIN MRI+MRA(3D,Carotid포함)+Diffusion",4167390,MRI angiography of head
RD00212,BRAIN MRI+MRA(3D-보험)-CAROTID포함,4082979,Magnetic resonance imaging of head
RD00212,BRAIN MRI+MRA(3D-보험)-CAROTID포함,4167390,MRI angiography of head
RD00213,BRAIN MRI+MRA+DIFF(보험-3D-CA),3053115,Brain MRI diffusion weighted
RD00213,BRAIN MRI+MRA+DIFF(보험-3D-CA),4167390,MRI angiography of head
RD00214,BRAIN MRI+MRA+DIFFUSION,3053115,Brain MRI diffusion weighted
RD00214,BRAIN MRI+MRA+DIFFUSION,4167390,MRI angiography of head
RD00215,Brain SPECT (HMPAO),3040112,Brain SPECT W Tc-99m HMPAO IV
RD00216,Brain SPECT(Diamox 1Day),3040861,Brain SPECT
RD00217,Brain Stem Audiometry(역치측정),2007867,Audiometry
RD00218,"Brain+MRA(보험,3D,Carotid포함)",4167390,MRI angiography of head
RD00219,Breast Sonography,4264054,Ultrasonography of breast
RD00220,Bronchoscopy with Biopsy,4206027,Bronchoscopy with biopsy
RD00221,B-SCAN(안과),4287267,"Ophthalmic echography, contact B-scan"
RD00222,BT Femoral Arterio.,4230681,Femoral angiography
RD00223,BT Foot AP & Lat.,3050831,Foot - bilateral X-ray AP and lateral
RD00224,BT Lower Extremity Doppler,4152022,Doppler
RD00225,BT Upper Extrem. Veno.,4244397,Venography of upper extremity
RD00226,C-ARM,4137372,Portable X-ray
RD00227,Carotid Doppler,4214675,Carotid artery doppler assessment
RD00228,Carotid IMT,2101644,Common carotid intima-media thickness (IMT) study for evaluation of atherosclerotic burden or coronary heart disease risk factor assessment
RD00229,Carotid IMT(F/U),2101644,Common carotid intima-media thickness (IMT) study for evaluation of atherosclerotic burden or coronary heart disease risk factor assessment
RD00230,CD(Carotid Doppler),4214675,Carotid artery doppler assessment
RD00231,Celiac Arterio.,4186758,Coeliac arteriogram
RD00232,Central Venous Catheter Insertion,4141149,Open insertion of central venous catheter
RD00233,CERVICAL MRI,4082840,Magnetic resonance imaging of cervical spine
RD00234,CERVICAL MRI(보험),3009302,Spine Cervical MRI
RD00235,CHEST AP,3052492,Chest X-ray AP single view
RD00236,Chest AP(PA),4163872,Plain chest X-ray
RD00237,Chest AP(Portable),3010901,Chest X-ray AP portable
RD00238,CHEST BOTH DECUBITUS,3024451,Chest X-ray AP lateral-decubitus
RD00239,CHEST BOTH LAT,3041341,Chest X-ray lateral
RD00240,Chest Both Lat.,4163872,Plain chest X-ray
RD00241,CHEST LEFT DECUBITUS,3019004,Chest X-ray AP left lateral-decubitus
RD00242,CHEST LEFT LAT,3026730,Chest X-ray left lateral
RD00243,Chest LT Decubitus,4163872,Plain chest X-ray
RD00244,Chest LT Lat.,4163872,Plain chest X-ray
RD00245,CHEST PA,3002676,Chest X-ray PA upright
RD00246,Chest PA & Both Decubitus,4163872,Plain chest X-ray
RD00247,Chest PA & Both Lat.,4163872,Plain chest X-ray
RD00248,Chest PA & LT Decubitus,4163872,Plain chest X-ray
RD00249,Chest PA & LT Lat.,4163872,Plain chest X-ray
RD00250,Chest PA & RT Decubitus,4163872,Plain chest X-ray
RD00251,Chest PA & RT Lat.,4163872,Plain chest X-ray
RD00252,CHEST PA AND CHEST BOTH LAT,3031526,Chest X-ray PA and lateral
RD00253,CHEST PA AND CHEST LEFT LAT,3031526,Chest X-ray PA and lateral
RD00254,CHEST PA AND CHEST RIGHT LAT,3049620,Chest X-ray PA and right lateral
RD00255,CHEST RIGHT DECUBITUS,3045610,Chest X-ray AP right lateral-decubitus
RD00256,CHEST RIGHT LAT,3041341,Chest X-ray lateral
RD00257,Chest RT Decubitus,4163872,Plain chest X-ray
RD00258,Chest RT Lat.,4163872,Plain chest X-ray
RD00259,CHEST(1),3049950,Chest X-ray Single view
RD00260,CHOLANGIOGRAPHY MRI,3047489,Biliary ducts MRI
RD00261,"Chromosome analysis, BM",4229610,Chromosome analysis
RD00262,"Chromosome Analysis,PB(High-Resolution)",2213277,Chromosome analysis; additional high resolution study
RD00263,Clavicle AP,4081564,Plain X-ray ischium
RD00264,Clavicle Lordotic,3038094,Clavicle X-ray
RD00265,Co Diffusion Capacity,4265529,Carbon monoxide diffusing capacity measurement
RD00266,Coccyx AP & Lat,3051529,Coccyx X-ray AP and lateral
RD00267,COCCYX AP AND LAT,3051529,Coccyx X-ray AP and lateral
RD00268,Cochlear Implant Mapping,40662117,COCHLEAR IMPLANT
RD00269,COLON STUDY(BARIUM),4040563,Procedure on large intestine
RD00270,Colonoscopic Biopsy,4170794,Endoscopic biopsy of colon
RD00271,Colonoscopy(GIMD),2002703,Colonoscopy
RD00272,Colposcopy,4189586,Colposcopy
RD00273,Common carotid Angio,4169766,Fluoroscopic angiography of common carotid artery
RD00274,Coronary angio,4142645,Coronary angiography
RD00275,Coronary Angiography(심도자실),4142645,Coronary angiography
RD00276,CR use (simple X-RAY)1매,4137372,Portable X-ray
RD00277,C-Spine AP,3006205,Spine Cervical X-ray AP single view
RD00278,C-SPINE AP & LAT  & BOTH OBL,3048141,Spine Cervical X-ray AP and lateral and oblique
RD00279,C-Spine AP & Lat.,3010750,Spine Cervical X-ray AP and lateral
RD00280,C-SPINE AP AND LAT (NEUTRAL),3010750,Spine Cervical X-ray AP and lateral
RD00281,"C-SPINE AP&3LAT(NEUT,FLEX,EXT)",3047977,Spine Cervical X-ray lateral W flexion and W extension
RD00282,"C-Spine AP,Lat & Flex,Ext.",3047977,Spine Cervical X-ray lateral W flexion and W extension
RD00283,C-SPINE AP/LAT/FLEX/EXT/BOTH OBL,3048705,Spine Cervical X-ray AP and oblique and lateral W flexion and W extension
RD00284,C-SPINE AP/LAT/FLEX/EXT/OPEN MOUSE,3006205,Spine Cervical X-ray AP single view
RD00284,C-SPINE AP/LAT/FLEX/EXT/OPEN MOUSE,3047977,Spine Cervical X-ray lateral W flexion and W extension
RD00285,C-SPINE AP/LAT/OPEN MOUTH,3010750,Spine Cervical X-ray AP and lateral
RD00286,C-SPINE BENDING(BOTH),3008119,Spine X-ray W right bending and W left bending
RD00287,C-SPINE BOTH OBL,3050236,Spine Cervical X-ray oblique
RD00288,C-Spine Both Obl.,3050236,Spine Cervical X-ray oblique
RD00289,C-Spine Flexion & Extension,3022886,Spine Cervical X-ray W flexion and W extension
RD00290,C-SPINE LAT (EXTENSION),3049606,Spine Cervical X-ray lateral W extension
RD00291,C-SPINE LAT (FLEXION & EXTENTION),3047977,Spine Cervical X-ray lateral W flexion and W extension
RD00292,C-SPINE LAT (FLEXION),3047377,Spine Cervical X-ray lateral W flexion
RD00293,C-SPINE LAT (NEUTRAL),3016246,Spine Cervical X-ray lateral
RD00294,C-Spine Lat.,3016246,Spine Cervical X-ray lateral
RD00295,C-SPINE MRI,4082840,Magnetic resonance imaging of cervical spine
RD00296,C-Spine Open Mouth,3023423,Spine Cervical X-ray
RD00297,C-Spine Series,3023423,Spine Cervical X-ray
RD00298,"C-Spine Series & Flex,Ext.",4081564,Plain X-ray ischium
RD00299,"C-T  Abdomen s,Others",4061009,Computed tomography of abdomen
RD00300,C-T  Brain Angio & Perfusion c Contrast,3040731,Head CT perfusion W contrast IV
RD00300,C-T  Brain Angio & Perfusion c Contrast,4305699,CT angiography of cerebral artery
RD00301,C-T  Brain Angio c Contrast,4305699,CT angiography of cerebral artery
RD00302,C-T  Brain Routin c Contrast,4145739,Computerized axial tomography of brain
RD00303,C-T  Chest c Contrast,3013610,Chest CT W contrast IV
RD00304,C-T  Chest s,4330934,Computed tomography of thorax and abdomen with contrast
RD00305,C-T  Colonoscopy c Contrast,2002703,Colonoscopy
RD00305,C-T  Colonoscopy c Contrast,3018383,Unspecified body region CT W contrast IV
RD00306,C-T  Coronary Angio 3D c Contrast,4306317,CT angiography of coronary arteries
RD00307,C-T  C-Spine,4086261,Computed tomography of cervical spine
RD00308,C-T  C-Spine 3D s,4086261,Computed tomography of cervical spine
RD00309,C-T  Facial,4324344,Computed tomography of head and neck
RD00310,C-T  Facial c Cont,4330637,Computed tomography of face with contrast
RD00311,C-T  Female Pelvis c Contrast,4124243,Computed tomography of female pelvic organs
RD00312,C-T  Knee 3D s,4086259,Computed tomography of knee
RD00313,C-T  L-Spine,4086263,Computed tomography of lumbar spine
RD00314,C-T  L-Spine 3D s,4086263,Computed tomography of lumbar spine
RD00315,"C-T  Lung, HR",4083126,High resolution computed tomography of lungs
RD00316,C-T  Male Pelvis c Contrast,4125353,Computed tomography of male pelvic organs
RD00317,C-T  Neck c Contrast ,40489427,Computed tomography of head and neck with contrast
RD00318,C-T  OMU,4324344,Computed tomography of head and neck
RD00319,C-T  Orbit,4085456,Computed tomography of orbits
RD00320,C-T  Pelvis 3D s,4058336,Computed tomography of pelvis
RD00321,C-T  Stomach c Contrast ,2211511,"Computerized axial tomography, abdomen; with contrast material(s)"
RD00322,C-T  Temporal Bone,4324344,Computed tomography of head and neck
RD00323,C-T Abd.Routine c Contrast ,2211511,"Computerized axial tomography, abdomen; with contrast material(s)"
RD00324,C-T Abdomen & Pelvis 3D c Contrast,4335400,Computed tomography of abdomen and pelvis with contrast
RD00325,C-T Abdomen 3D c Contrast,2211511,"Computerized axial tomography, abdomen; with contrast material(s)"
RD00326,C-T Aortic Dissection c Contrast Dynamic,4145561,Aortic dissection protocol computed tomography
RD00327,C-T Chest 3D c Contrast,4330934,Computed tomography of thorax and abdomen with contrast
RD00328,C-T Chest c Contrast Dynamic,3013610,Chest CT W contrast IV
RD00329,C-T Chest s (Low dose),4330934,Computed tomography of thorax and abdomen with contrast
RD00330,C-T Kidney c Contrast Dynamic,4325043,Computed tomography of kidney with contrast
RD00331,C-T L/E Angio 3D c Contrast,3018383,Unspecified body region CT W contrast IV
RD00332,C-T Liver c Contrast Dynamic,4324347,Computed tomography of liver with contrast
RD00333,C-T Orbit c Cont,4330929,Computed tomography of orbit with contrast
RD00334,C-T Pancreas c Contrast Dynamic,4324448,Computed tomography of pancreas with contrast
RD00335,C-T Pelvis c Contrast Dynamic,4058336,Computed tomography of pelvis
RD00336,C-T Planning Chest,4058335,Chest CT
RD00337,C-T Planning Chest c Contrast,3013610,Chest CT W contrast IV
RD00338,C-T PNS c Cont,4330377,Computed tomography of paranasal sinuses with contrast
RD00339,C-T Pulmonary Angio 3D c Contrast,3052462,Pulmonary artery CT angiogram W contrast IV
RD00340,C-T Salivary c Contrast,3051476,Salivary gland CT W contrast intra salivary duct
RD00341,C-T Stomach 3D c Contrast,2211511,"Computerized axial tomography, abdomen; with contrast material(s)"
RD00342,C-T Stroke Brain Angio c Contrast,3049279,Head arteries CT angiogram W contrast IV
RD00343,"Cystometry & Uroflowmetry, Urethral pressure(URO)",2007018,Cystometrogram
RD00343,"Cystometry & Uroflowmetry, Urethral pressure(URO)",4071804,Urethral pressure measurement
RD00343,"Cystometry & Uroflowmetry, Urethral pressure(URO)",4261340,Voiding flow rate test
RD00344,Cystoscopy,4085429,Endoscopic examination of bladder
RD00345,DEXA BONE DENSITOMETRY-1 SITE,4195803,Bone density scan
RD00346,DEXA BONE DENSITOMETRY-2 SITE,4195803,Bone density scan
RD00347,Digital Doppler Test Foot,4145975,Ultrasound scan of foot
RD00348,Digital Panorama(급여),2006653,Other dental x-ray
RD00349,"DITI, Cervical Region & Upper. ext",4231544,Thermography
RD00350,"DITI, Cervical Region & Upper. ext(진단방사선)",4231544,Thermography
RD00351,"DITI, Head & P.N.S",4271713,Cerebral thermography
RD00352,"DITI, Lumbo Sacral & Lower. ext",2006953,Thermography of other sites
